SAL_CODE_2021,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SAL30990,28,16,10,0,114
SAL30991,134,113,31,10,670
SAL30992,26,22,12,0,86
SAL30993,26,18,4,4,101
SAL30994,8,9,0,0,42
SAL30995,8,4,0,0,49
SAL30996,301,180,75,5,1393
SAL30997,28,21,7,3,100
SAL30998,0,0,0,0,0
SAL30999,0,0,0,0,0
SAL31000,10,3,3,0,42
SAL31001,28,18,5,0,95
SAL31002,0,5,3,0,26
SAL31003,0,0,0,0,0
SAL31004,10,5,0,0,53
SAL31005,0,4,0,0,14
SAL31006,26,16,3,0,163
SAL31007,7,0,0,0,43
SAL31008,6,0,0,0,17
SAL31009,37,19,6,0,112
SAL31010,5,0,0,0,16
SAL31011,400,302,129,16,3683
SAL31012,575,390,209,84,5685
SAL31013,3,0,0,0,19
SAL31014,246,101,28,10,1978
SAL31015,25,3,10,0,86
SAL31016,7,9,4,6,53
SAL31017,5,3,0,0,47
SAL31018,3,0,0,0,14
SAL31019,81,47,11,5,387
SAL31020,70,36,16,4,277
SAL31021,7,6,0,0,46
SAL31022,0,0,0,0,12
SAL31023,0,0,0,0,3
SAL31024,10,10,0,0,48
SAL31025,29,29,12,0,190
SAL31026,24,16,5,3,112
SAL31027,7,0,0,0,35
SAL31028,19,7,3,0,117
SAL31029,10,14,4,0,45
SAL31030,235,146,40,6,1603
SAL31031,12,5,4,0,53
SAL31032,459,406,149,61,3120
SAL31033,626,445,239,51,4687
SAL31034,4,6,0,0,21
SAL31035,0,0,0,0,8
SAL31036,0,4,0,0,16
SAL31037,431,260,122,33,2505
SAL31038,52,29,14,5,271
SAL31039,4,0,0,0,18
SAL31040,17,4,0,0,34
SAL31041,9,7,0,0,27
SAL31042,10,0,9,0,30
SAL31043,27,16,4,0,114
SAL31044,8,11,0,0,49
SAL31045,340,204,92,35,3396
SAL31046,7,9,3,0,83
SAL31047,315,165,43,10,2998
SAL31048,27,10,6,4,129
SAL31049,8,17,3,3,81
SAL31050,144,150,62,21,623
SAL31051,12,9,9,3,64
SAL31052,0,0,0,0,0
SAL31053,0,3,0,0,24
SAL31054,430,276,108,58,2763
SAL31055,3,0,0,0,14
SAL31056,0,0,0,0,0
SAL31057,44,30,11,3,180
SAL31058,0,4,0,0,35
SAL31059,4,3,0,0,23
SAL31060,18,0,4,0,68
SAL31061,17,14,0,4,73
SAL31062,107,145,99,12,834
SAL31063,83,60,5,9,427
SAL31064,1678,955,407,100,10815
SAL31065,7,4,0,0,15
SAL31066,22,8,0,0,57
SAL31067,268,196,42,4,1326
SAL31068,14,5,0,0,37
SAL31069,7,0,0,0,25
SAL31070,0,0,0,0,14
SAL31071,9,9,4,0,43
SAL31072,167,143,67,14,680
SAL31073,7,16,5,0,58
SAL31074,378,174,81,40,7170
SAL31075,0,0,0,0,10
SAL31076,0,0,0,0,0
SAL31077,0,0,0,0,3
SAL31078,3,0,0,0,50
SAL31079,7,0,3,0,45
SAL31080,3,5,0,0,32
SAL31081,15,20,3,0,108
SAL31082,7,0,0,0,15
SAL31083,17,5,3,0,89
SAL31084,24,13,6,0,108
SAL31085,12,8,5,0,42
SAL31086,624,439,183,57,4250
SAL31087,236,136,51,3,1268
SAL31088,21,9,9,0,94
SAL31089,10,4,0,0,29
SAL31090,3,4,3,0,21
SAL31091,0,0,0,0,0
SAL31092,22,25,3,0,84
SAL31093,107,62,23,0,742
SAL31094,5,0,0,0,6
SAL31095,3,0,0,0,4
SAL31096,0,0,0,0,0
SAL31097,0,0,0,0,0
SAL31098,178,120,59,20,1118
SAL31099,21,4,5,0,80
SAL31100,8,8,3,0,43
SAL31101,4,4,0,0,15
SAL31102,16,3,0,4,67
SAL31103,0,0,0,0,0
SAL31104,342,286,160,54,3374
SAL31105,172,117,38,3,824
SAL31106,141,132,53,17,854
SAL31107,193,106,45,10,1900
SAL31108,331,177,122,108,2546
SAL31109,61,37,15,0,244
SAL31110,0,0,0,0,28
SAL31111,17,4,10,0,115
SAL31112,7,0,0,0,11
SAL31113,11,5,0,0,25
SAL31114,28,25,3,0,139
SAL31115,0,0,0,0,9
SAL31116,0,0,0,0,0
SAL31117,0,0,0,0,25
SAL31118,0,0,0,0,12
SAL31119,0,0,6,0,9
SAL31120,3,0,0,0,19
SAL31121,4,8,0,0,28
SAL31122,9,4,0,0,31
SAL31123,164,101,35,0,1319
SAL31124,83,89,47,11,468
SAL31125,20,6,3,0,108
SAL31126,0,0,0,0,0
SAL31127,0,0,0,0,9
SAL31128,0,0,0,0,5
SAL31129,26,24,7,0,143
SAL31130,7,0,0,0,22
SAL31131,11,0,0,0,24
SAL31132,131,78,15,3,877
SAL31133,0,8,3,0,14
SAL31134,35,24,14,3,190
SAL31135,24,20,8,5,94
SAL31136,4,5,0,0,13
SAL31137,505,354,138,24,2817
SAL31138,31,24,16,8,177
SAL31139,0,0,0,0,4
SAL31140,19,14,0,0,54
SAL31141,66,52,11,0,269
SAL31142,0,0,4,0,12
SAL31143,16,8,0,0,75
SAL31144,5,3,0,0,25
SAL31145,159,51,45,30,1350
SAL31146,13,0,5,0,30
SAL31147,0,5,0,0,20
SAL31148,13,19,0,0,51
SAL31149,0,0,0,0,4
SAL31150,0,0,0,0,0
SAL31151,0,0,0,0,12
SAL31152,0,0,0,0,16
SAL31153,8,4,0,0,31
SAL31154,4,0,0,0,8
SAL31155,33,13,0,0,153
SAL31156,77,31,5,5,308
SAL31157,27,8,0,0,263
SAL31158,133,77,30,13,863
SAL31159,368,159,66,23,2176
SAL31160,0,4,0,0,10
SAL31161,7,0,0,0,31
SAL31162,0,0,0,0,3
SAL31163,115,66,15,3,552
SAL31164,0,5,3,0,17
SAL31165,86,38,21,3,531
SAL31166,7,0,0,0,17
SAL31167,7,0,0,0,20
SAL31168,8,5,8,0,57
SAL31169,8,3,7,0,38
SAL31170,78,31,23,7,388
SAL31171,12,0,0,0,33
SAL31172,4,0,0,0,17
SAL31173,0,0,0,0,3
SAL31174,419,313,168,75,3746
SAL31175,151,82,19,9,723
SAL31176,290,238,71,9,1046
SAL31177,50,39,10,0,239
SAL31178,17,10,3,0,111
SAL31179,549,552,321,119,2937
SAL31180,9,3,0,0,24
SAL31181,10,4,4,0,28
SAL31182,103,47,11,0,607
SAL31183,157,122,45,7,754
SAL31184,35,12,7,0,77
SAL31185,5,3,0,0,40
SAL31186,20,9,8,0,83
SAL31187,474,315,144,34,4135
SAL31188,7,13,0,0,60
SAL31189,11,4,0,0,33
SAL31190,0,4,0,0,10
SAL31191,5,6,0,0,24
SAL31192,3,0,0,0,6
SAL31193,0,3,0,0,24
SAL31194,73,46,21,0,269
SAL31195,107,46,27,6,465
SAL31196,25,18,6,0,115
SAL31197,66,59,25,4,283
SAL31198,8,0,0,0,22
SAL31199,0,0,0,0,12
SAL31200,39,23,11,3,217
SAL31201,13,14,14,25,155
SAL31202,398,251,132,41,2727
SAL31203,0,0,0,0,0
SAL31204,0,0,0,0,0
SAL31205,3,0,0,0,11
SAL31206,16,12,0,0,48
SAL31207,26,17,8,0,128
SAL31208,0,0,3,0,15
SAL31209,20,12,0,0,89
SAL31210,365,164,52,20,2635
SAL31211,13,11,5,0,83
SAL31212,5,4,7,0,18
SAL31213,515,345,133,52,3205
SAL31214,0,3,0,0,13
SAL31215,183,68,21,3,1053
SAL31216,7,5,0,0,43
SAL31217,16,27,0,0,120
SAL31218,0,0,0,0,8
SAL31219,623,342,133,53,4772
SAL31220,417,256,117,61,2760
SAL31221,20,16,7,0,74
SAL31222,8,8,3,0,42
SAL31223,18,4,3,0,55
SAL31224,39,26,13,0,251
SAL31225,352,180,73,24,2574
SAL31226,0,0,0,0,0
SAL31227,52,18,19,3,312
SAL31228,171,169,94,26,1032
SAL31229,17,0,4,0,29
SAL31230,0,0,0,0,5
SAL31231,92,46,17,5,359
SAL31232,3,0,0,0,11
SAL31233,0,0,0,0,0
SAL31234,22,6,6,0,96
SAL31235,3,0,0,0,18
SAL31236,681,422,137,31,4487
SAL31237,0,0,0,0,0
SAL31238,30,22,16,0,120
SAL31239,40,19,5,0,223
SAL31240,69,35,22,0,386
SAL31241,32,26,10,0,171
SAL31242,553,306,120,39,5131
SAL31243,3,7,7,0,36
SAL31244,0,0,3,0,9
SAL31245,16,16,11,0,84
SAL31246,12,6,0,0,29
SAL31247,3,0,0,0,14
SAL31248,4,7,3,0,35
SAL31249,17,5,0,0,63
SAL31250,0,0,0,0,28
SAL31251,42,38,5,0,215
SAL31252,0,0,0,0,23
SAL31253,7,7,0,0,20
SAL31254,382,164,56,0,5987
SAL31255,0,0,0,0,0
SAL31256,17,12,0,0,78
SAL31257,3,9,3,0,27
SAL31258,11,11,3,0,63
SAL31259,0,0,0,0,14
SAL31260,100,59,16,0,465
SAL31261,0,0,0,0,0
SAL31262,0,0,0,0,0
SAL31263,237,114,66,18,1346
SAL31264,0,0,0,0,0
SAL31265,0,0,0,0,36
SAL31266,173,109,33,8,1165
SAL31267,8,4,0,0,59
SAL31268,10,18,0,0,46
SAL31269,44,44,17,0,194
SAL31270,16,8,0,0,48
SAL31271,4,0,0,0,12
SAL31272,0,0,0,0,11
SAL31273,10,6,0,0,22
SAL31274,21,4,0,0,84
SAL31275,7,0,0,0,14
SAL31276,0,0,0,0,11
SAL31277,3,3,0,0,12
SAL31278,9,7,0,0,51
SAL31279,0,0,0,0,13
SAL31280,814,609,348,159,4990
SAL31281,94,48,12,0,524
SAL31282,13,10,6,0,104
SAL31283,64,29,8,3,263
SAL31284,8,0,3,0,116
SAL31285,31,12,10,0,99
SAL31286,38,50,15,3,185
SAL31287,0,0,0,0,0
SAL31288,17,10,5,0,58
SAL31289,872,551,246,85,5885
SAL31290,8,10,4,0,30
SAL31291,3,4,0,0,26
SAL31292,62,34,18,3,295
SAL31293,56,40,18,0,257
SAL31294,14,0,3,0,53
SAL31295,47,7,9,0,342
SAL31296,165,131,55,15,1205
SAL31297,23,13,7,0,102
SAL31298,0,5,0,0,5
SAL31299,3,0,0,0,6
SAL31300,506,398,292,168,4111
SAL31301,50,32,12,6,272
SAL31302,103,68,30,0,696
SAL31303,24,14,8,3,110
SAL31304,0,0,4,0,13
SAL31305,499,200,63,10,3036
SAL31306,109,78,24,0,619
SAL31307,43,43,9,0,161
SAL31308,3,0,0,0,15
SAL31309,8,6,12,0,44
SAL31310,120,39,15,0,845
SAL31311,189,79,20,0,2476
SAL31312,219,170,119,30,1664
SAL31313,5,5,4,0,24
SAL31314,5,0,0,0,46
SAL31315,1532,1006,466,162,9710
SAL31316,76,57,22,8,490
SAL31317,53,22,13,0,275
SAL31318,169,96,21,12,1451
SAL31319,14,25,8,0,94
SAL31320,435,271,111,31,2741
SAL31321,88,88,56,12,427
SAL31322,360,169,65,3,2192
SAL31323,268,185,70,8,1876
SAL31324,137,75,27,8,1507
SAL31325,26,32,10,4,159
SAL31326,10,6,0,0,44
SAL31327,42,26,10,0,410
SAL31328,28,36,17,6,128
SAL31329,0,0,0,0,4
SAL31330,822,653,303,63,4387
SAL31331,576,303,137,66,4060
SAL31332,7,0,0,0,11
SAL31333,565,383,225,69,3291
SAL31334,0,3,0,0,10
SAL31335,5,0,0,0,24
SAL31336,221,126,45,9,1092
SAL31337,42,27,9,0,189
SAL31338,357,206,83,23,2762
SAL31339,8,8,0,0,33
SAL31340,0,0,0,0,5
SAL31341,9,10,0,3,40
SAL31342,14,20,6,5,80
SAL31343,5,14,8,0,60
SAL31344,9,0,0,0,41
SAL31345,145,67,26,0,715
SAL31346,592,362,137,89,4786
SAL31347,457,312,148,73,3839
SAL31348,317,173,46,19,1368
SAL31349,308,273,144,30,1596
SAL31350,139,82,24,4,2061
SAL31351,0,0,0,0,0
SAL31352,206,157,95,27,1198
SAL31353,15,9,0,0,107
SAL31354,0,0,0,0,7
SAL31355,11,4,12,0,34
SAL31356,1521,1352,735,184,8103
SAL31357,48,19,8,0,357
SAL31358,8,7,0,4,52
SAL31359,30,14,6,0,244
SAL31360,61,59,27,0,240
SAL31361,8,8,0,0,34
SAL31362,120,88,26,0,367
SAL31363,10,9,7,0,92
SAL31364,14,20,7,0,100
SAL31365,125,121,58,17,587
SAL31366,0,0,0,0,12
SAL31367,31,25,10,0,133
SAL31368,19,8,3,0,90
SAL31369,83,47,20,13,446
SAL31370,19,19,3,0,59
SAL31371,0,0,0,0,10
SAL31372,0,0,0,0,7
SAL31373,0,0,0,0,10
SAL31374,82,57,20,3,366
SAL31375,5,0,6,0,14
SAL31376,0,0,0,0,4
SAL31377,3,0,0,0,17
SAL31378,115,69,31,7,695
SAL31379,23,6,0,0,137
SAL31380,258,121,56,20,2442
SAL31381,5,3,0,0,9
SAL31382,27,25,15,0,148
SAL31383,30,20,9,0,161
SAL31384,99,56,11,0,429
SAL31385,17,6,6,0,69
SAL31386,53,39,12,3,246
SAL31387,125,93,32,0,519
SAL31388,634,367,218,51,4693
SAL31389,978,769,369,90,8393
SAL31390,357,222,159,64,1876
SAL31391,4,0,0,0,32
SAL31392,57,38,32,12,326
SAL31393,4,6,4,0,24
SAL31394,20,13,3,0,160
SAL31395,38,22,12,4,178
SAL31396,8,0,9,0,37
SAL31397,233,199,75,8,1302
SAL31398,75,36,43,27,437
SAL31399,108,75,41,9,620
SAL31400,4,3,0,0,34
SAL31401,17,25,7,5,86
SAL31402,4,3,0,0,10
SAL31403,15,14,9,0,101
SAL31404,41,21,10,0,228
SAL31405,183,155,125,77,1300
SAL31406,14,5,5,0,82
SAL31407,3,9,3,0,25
SAL31408,44,29,3,0,271
SAL31409,13,5,0,6,69
SAL31410,20,21,8,0,110
SAL31411,9,0,0,0,16
SAL31412,16,16,9,0,63
SAL31413,18,9,0,0,79
SAL31414,25,14,7,0,101
SAL31415,12,7,3,0,45
SAL31416,22,17,4,0,88
SAL31417,15,19,6,0,102
SAL31418,19,6,4,0,74
SAL31419,13,5,3,0,62
SAL31420,4,3,0,3,22
SAL31421,8,4,0,0,30
SAL31422,5,4,0,0,27
SAL31423,0,0,0,0,15
SAL31424,267,151,44,3,1418
SAL31425,5,0,0,0,14
SAL31426,19,20,14,0,116
SAL31427,21,3,7,0,76
SAL31428,207,177,73,11,1711
SAL31429,80,62,38,13,403
SAL31430,15,9,0,0,49
SAL31431,6,0,0,0,27
SAL31432,0,0,0,0,0
SAL31433,13,3,0,0,43
SAL31434,23,7,8,0,153
SAL31435,0,0,0,0,0
SAL31436,0,0,0,0,11
SAL31437,146,72,27,4,845
SAL31438,9,12,6,0,90
SAL31439,8,8,0,0,20
SAL31440,496,276,115,29,3343
SAL31441,15,12,0,0,74
SAL31442,3,9,5,0,53
SAL31443,7,3,0,0,38
SAL31444,443,324,184,44,3033
SAL31445,7,4,0,0,32
SAL31446,0,0,0,0,6
SAL31447,0,5,0,0,4
SAL31448,3,9,0,0,18
SAL31449,10,4,0,0,41
SAL31450,43,22,3,0,170
SAL31451,0,0,0,0,4
SAL31452,79,52,40,9,508
SAL31453,14,6,4,0,79
SAL31454,8,3,0,0,25
SAL31455,260,144,52,6,1741
SAL31456,17,17,5,0,85
SAL31457,146,95,29,0,1063
SAL31458,17,4,3,0,196
SAL31459,157,92,31,0,528
SAL31460,48,20,7,4,258
SAL31461,18,18,5,0,92
SAL31462,8,3,0,0,20
SAL31463,11,4,0,0,62
SAL31464,8,3,7,0,43
SAL31465,38,25,0,0,175
SAL31466,0,0,0,0,4
SAL31467,20,7,8,5,99
SAL31468,0,0,0,0,0
SAL31469,38,24,19,4,241
SAL31470,3,3,5,0,44
SAL31471,94,69,31,8,553
SAL31472,201,95,29,20,1191
SAL31473,0,0,0,0,7
SAL31474,174,148,85,18,1327
SAL31475,1252,782,412,162,9937
SAL31476,8,3,4,0,19
SAL31477,7,11,5,0,56
SAL31478,81,54,11,0,526
SAL31479,70,38,13,0,317
SAL31480,16,13,0,0,57
SAL31481,828,598,249,87,6924
SAL31482,10,9,4,0,63
SAL31483,240,112,31,5,1413
SAL31484,0,9,4,0,22
SAL31485,467,244,66,10,2752
SAL31486,394,245,98,19,2137
SAL31487,18,11,13,0,67
SAL31488,4,6,3,0,169
SAL31489,41,15,6,0,188
SAL31490,50,58,18,0,160
SAL31491,0,0,0,0,0
SAL31492,52,39,16,4,236
SAL31493,288,183,127,120,1983
SAL31494,0,0,0,0,12
SAL31495,447,418,229,120,2530
SAL31496,454,464,293,153,4619
SAL31497,610,340,119,50,5676
SAL31498,10,10,0,0,59
SAL31499,713,403,140,10,4540
SAL31500,375,194,86,20,4926
SAL31501,0,0,0,0,16
SAL31502,4,0,0,0,4
SAL31503,64,57,26,5,301
SAL31504,850,573,455,136,5669
SAL31505,246,233,151,40,1449
SAL31506,8,13,0,0,48
SAL31507,52,56,16,6,313
SAL31508,141,90,16,6,922
SAL31509,3,5,3,0,18
SAL31510,0,0,0,0,5
SAL31511,7,9,6,0,53
SAL31512,415,308,240,124,3605
SAL31513,305,225,201,91,1974
SAL31514,40,33,29,0,176
SAL31515,10,11,0,0,93
SAL31516,20,23,3,0,127
SAL31517,655,409,158,31,3323
SAL31518,0,0,0,0,0
SAL31519,55,30,10,6,213
SAL31520,9,0,0,0,28
SAL31521,19,18,12,0,103
SAL31522,22,26,9,0,118
SAL31523,20,15,0,0,98
SAL31524,15,13,3,0,74
SAL31525,71,63,18,3,385
SAL31526,4,5,0,0,31
SAL31527,121,96,44,19,915
SAL31528,10,5,8,0,107
SAL31529,68,61,32,3,301
SAL31530,22,8,6,5,74
SAL31531,84,84,39,18,412
SAL31532,0,3,0,0,14
SAL31533,4,5,0,0,17
SAL31534,113,68,16,6,448
SAL31535,175,88,32,4,1124
SAL31536,0,3,0,0,16
SAL31537,29,7,0,0,84
SAL31538,6,0,0,0,31
SAL31539,3,0,0,0,6
SAL31540,38,23,3,0,193
SAL31541,0,0,0,0,13
SAL31542,675,533,251,95,4472
SAL31543,365,367,138,29,1832
SAL31544,0,0,0,0,12
SAL31545,3,0,0,0,5
SAL31546,57,32,14,0,378
SAL31547,142,79,30,3,974
SAL31548,511,320,110,23,4032
SAL31549,81,73,33,6,336
SAL31550,16,0,0,0,35
SAL31551,6,6,0,0,31
SAL31552,10,4,0,0,37
SAL31553,4,0,0,0,16
SAL31554,637,579,331,174,4439
SAL31555,0,3,0,0,24
SAL31556,87,20,7,0,1070
SAL31557,0,0,0,0,3
SAL31558,1537,905,340,88,9405
SAL31559,0,0,5,0,11
SAL31560,124,100,29,4,1090
SAL31561,5,3,0,0,27
SAL31562,75,62,10,4,370
SAL31563,78,46,20,4,386
SAL31564,12,19,15,0,112
SAL31565,12,13,0,0,41
SAL31566,5,0,0,0,17
SAL31567,0,0,0,0,0
SAL31568,246,139,59,21,1699
SAL31569,196,170,73,15,836
SAL31570,11,3,4,0,23
SAL31571,6,7,0,0,29
SAL31572,0,0,0,0,0
SAL31573,4,0,0,0,18
SAL31574,60,53,5,0,335
SAL31575,51,17,7,0,354
SAL31576,16,5,0,0,29
SAL31577,4,0,0,0,14
SAL31578,42,21,8,0,223
SAL31579,10,12,0,0,58
SAL31580,14,9,4,0,67
SAL31581,8,6,0,0,26
SAL31582,179,194,93,47,1391
SAL31583,21,3,3,0,87
SAL31584,27,27,11,0,145
SAL31585,0,0,0,0,8
SAL31586,0,4,0,0,19
SAL31587,4,4,0,0,22
SAL31588,591,337,133,26,4371
SAL31589,431,289,146,24,1822
SAL31590,120,77,35,7,536
SAL31591,28,9,5,0,83
SAL31592,0,0,0,0,20
SAL31593,96,66,40,7,384
SAL31594,0,0,0,0,3
SAL31595,0,0,0,0,12
SAL31596,134,108,52,0,787
SAL31597,70,32,19,7,364
SAL31598,46,28,16,5,182
SAL31599,0,0,0,0,20
SAL31600,4,4,0,0,32
SAL31601,1506,1275,717,290,10204
SAL31602,29,13,4,0,158
SAL31603,0,0,0,0,9
SAL31604,12,10,3,0,67
SAL31605,6,16,3,0,43
SAL31606,254,239,142,62,1570
SAL31607,17,9,0,0,73
SAL31608,135,94,43,11,619
SAL31609,25,8,11,0,227
SAL31610,35,14,4,0,142
SAL31611,29,17,11,11,111
SAL31612,6,0,0,0,9
SAL31613,23,19,11,0,122
SAL31614,50,53,17,4,242
SAL31615,194,143,53,10,770
SAL31616,0,6,0,0,11
SAL31617,4,5,0,0,54
SAL31618,0,0,0,0,0
SAL31619,0,0,0,0,4
SAL31620,0,3,0,0,3
SAL31621,3,0,0,0,8
SAL31622,7,3,0,0,17
SAL31623,15,23,5,0,176
SAL31624,53,21,6,0,248
SAL31625,7,4,0,0,25
SAL31626,89,83,34,9,304
SAL31627,0,0,0,0,5
SAL31628,17,10,3,0,51
SAL31629,223,158,48,4,1295
SAL31630,37,16,3,0,173
SAL31631,354,242,102,20,2212
SAL31632,14,3,0,0,36
SAL31633,0,0,4,0,15
SAL31634,3,0,0,0,19
SAL31635,15,16,7,0,83
SAL31636,6,6,3,0,65
SAL31637,0,0,0,0,19
SAL31638,12,5,0,0,51
SAL31639,0,0,0,0,4
SAL31640,18,16,3,0,88
SAL31641,9,6,0,0,36
SAL31642,9,12,6,0,47
SAL31643,0,0,0,0,9
SAL31644,0,0,0,0,48
SAL31645,4,3,3,0,57
SAL31646,16,4,0,0,51
SAL31647,355,247,118,44,2797
SAL31648,0,0,0,0,4
SAL31649,0,12,4,0,25
SAL31650,193,139,55,13,1727
SAL31651,0,0,0,0,16
SAL31652,0,0,0,0,0
SAL31653,7,18,4,0,50
SAL31654,7,0,0,0,25
SAL31655,64,51,26,0,273
SAL31656,0,0,0,0,3
SAL31657,3,3,4,0,42
SAL31658,0,6,0,0,31
SAL31659,6,3,0,0,13
SAL31660,5,0,0,0,7
SAL31661,18,10,0,0,77
SAL31662,11,6,0,0,61
SAL31663,0,0,4,0,24
SAL31664,0,0,0,0,4
SAL31665,47,24,15,0,201
SAL31666,22,16,6,0,60
SAL31667,798,678,465,280,5612
SAL31668,41,26,10,0,152
SAL31669,3,7,0,0,57
SAL31670,3,0,0,0,34
SAL31671,11,8,0,0,52
SAL31672,6,7,6,0,59
SAL31673,22,13,6,0,158
SAL31674,43,18,11,0,214
SAL31675,8,7,0,0,49
SAL31676,42,33,12,0,257
SAL31677,242,206,81,11,2120
SAL31678,250,122,61,21,3104
SAL31679,406,318,138,25,2481
SAL31680,390,254,100,18,3101
SAL31681,370,272,84,19,3667
SAL31682,11,5,9,0,87
SAL31683,10,4,0,0,48
SAL31684,9,11,5,0,62
SAL31685,289,154,65,35,1598
SAL31686,336,193,113,72,1943
SAL31687,13,3,0,0,56
SAL31688,0,0,0,0,3
SAL31689,126,83,27,9,628
SAL31690,0,0,3,0,15
SAL31691,6,0,0,0,6
SAL31692,11,10,0,0,45
SAL31693,30,19,4,0,96
SAL31694,15,4,4,0,71
SAL31695,0,5,3,0,33
SAL31696,35,12,13,0,148
SAL31697,0,0,0,0,4
SAL31698,0,0,0,0,11
SAL31699,25,20,3,0,84
SAL31700,304,220,103,26,1696
SAL31701,43,45,21,3,184
SAL31702,0,0,0,0,5
SAL31703,0,0,0,0,0
SAL31704,4,0,3,0,23
SAL31705,37,23,5,0,151
SAL31706,265,145,76,27,3022
SAL31707,0,0,0,0,7
SAL31708,0,0,0,0,3
SAL31709,0,0,0,0,0
SAL31710,3,0,0,0,23
SAL31711,7,0,0,0,21
SAL31712,0,0,0,0,0
SAL31713,18,9,0,0,66
SAL31714,5,6,0,0,21
SAL31715,4,0,0,0,7
SAL31716,35,45,20,4,126
SAL31717,14,4,0,0,98
SAL31718,9,4,0,0,66
SAL31719,0,0,0,0,0
SAL31720,4,0,0,0,4
SAL31721,363,306,164,29,3393
SAL31722,124,83,25,4,528
SAL31723,12,5,0,0,47
SAL31724,321,169,68,24,2223
SAL31725,117,44,14,0,387
SAL31726,208,80,21,0,1238
SAL31727,0,0,0,0,12
SAL31728,0,3,3,0,42
SAL31729,20,4,3,0,92
SAL31730,5,6,3,0,41
SAL31731,432,520,207,38,1766
SAL31732,15,5,0,0,57
SAL31733,3,0,0,0,5
SAL31734,28,23,8,4,110
SAL31735,539,482,301,46,2561
SAL31736,41,21,0,7,156
SAL31737,209,185,115,54,1025
SAL31738,0,0,0,0,5
SAL31739,489,571,300,107,2363
SAL31740,0,3,0,0,11
SAL31741,3,0,0,0,15
SAL31742,0,0,0,0,3
SAL31743,0,0,0,0,7
SAL31744,0,0,0,0,0
SAL31745,5,3,0,0,25
SAL31746,26,32,13,0,175
SAL31747,579,285,97,34,7283
SAL31748,516,328,125,25,2440
SAL31749,944,554,317,128,6260
SAL31750,10,4,0,0,37
SAL31751,422,282,155,53,2995
SAL31752,616,391,201,47,4448
SAL31753,3,3,0,0,8
SAL31754,0,0,0,0,17
SAL31755,365,292,128,35,2604
SAL31756,9,0,3,0,38
SAL31757,243,254,117,16,1011
SAL31758,34,16,0,0,220
SAL31759,3,0,0,0,16
SAL31760,83,63,31,8,515
SAL31761,421,233,89,17,1934
SAL31762,108,69,34,4,496
SAL31763,784,605,353,99,5217
SAL31764,697,538,220,63,3905
SAL31765,18,10,0,0,74
SAL31766,211,96,31,5,1880
SAL31767,14,9,6,0,60
SAL31768,3,0,0,0,8
SAL31769,26,7,5,0,85
SAL31770,0,0,0,0,0
SAL31771,213,103,41,8,903
SAL31772,1900,1647,879,435,11948
SAL31773,18,6,0,0,66
SAL31774,25,37,9,0,155
SAL31775,584,363,113,39,5200
SAL31776,4,0,0,0,11
SAL31777,12,10,3,0,52
SAL31778,1212,1067,573,223,6578
SAL31779,55,50,26,3,255
SAL31780,19,8,7,0,55
SAL31781,0,3,0,0,28
SAL31782,44,47,12,5,194
SAL31783,14,3,0,0,96
SAL31784,21,8,3,0,69
SAL31785,430,199,69,11,3843
SAL31786,0,0,0,0,15
SAL31787,8,0,0,0,38
SAL31788,5,3,3,0,11
SAL31789,28,6,0,4,120
SAL31790,641,417,169,33,4131
SAL31791,16,10,0,0,84
SAL31792,23,20,3,3,88
SAL31793,11,8,0,0,73
SAL31794,12,5,5,0,121
SAL31795,222,119,47,10,1455
SAL31796,24,14,13,0,162
SAL31797,23,14,11,0,125
SAL31798,65,42,17,9,247
SAL31799,6,4,0,0,19
SAL31800,20,24,9,0,111
SAL31801,0,4,6,0,14
SAL31802,13,20,4,0,136
SAL31803,16,10,3,0,87
SAL31804,0,0,0,0,0
SAL31805,41,24,6,3,431
SAL31806,13,5,5,0,123
SAL31807,216,165,206,68,2305
SAL31808,35,18,0,0,243
SAL31809,165,62,17,3,1162
SAL31810,7,3,5,0,41
SAL31811,575,336,125,40,4658
SAL31812,983,749,359,112,7045
SAL31813,505,330,196,143,3769
SAL31814,14,5,0,0,53
SAL31815,11,6,3,0,76
SAL31816,0,4,0,0,26
SAL31817,7,7,4,0,66
SAL31818,46,29,16,4,203
SAL31819,572,358,160,47,4439
SAL31820,0,3,3,0,16
SAL31821,16,7,0,0,88
SAL31822,396,299,91,24,2145
SAL31823,661,511,265,82,3881
SAL31824,6,10,4,0,32
SAL31825,126,23,0,0,1153
SAL31826,0,5,0,0,9
SAL31827,46,45,13,0,188
SAL31828,13,11,0,0,50
SAL31829,4,4,0,0,32
SAL31830,4,9,0,0,41
SAL31831,32,22,5,9,172
SAL31832,15,9,3,0,85
SAL31833,129,90,43,26,851
SAL31834,22,4,0,0,134
SAL31835,37,14,10,0,106
SAL31836,53,45,14,5,233
SAL31837,7,0,3,0,40
SAL31838,152,173,98,64,1056
SAL31839,36,24,12,0,238
SAL31840,95,77,37,19,640
SAL31841,16,10,5,0,56
SAL31842,22,9,4,0,74
SAL31843,105,88,29,4,437
SAL31844,3,0,0,0,10
SAL31845,17,15,0,0,70
SAL31846,14,0,4,4,62
SAL31847,183,89,32,0,2267
SAL31848,0,0,0,0,13
SAL31849,0,0,0,0,0
