SAL_CODE_2021,All_inc_NS_Emp_AW,All_inc_NS_E_T,All_inc_NS_UnE_lfw_FTW,All_inc_NS_UnE_lfw_PTW,All_inc_NS_UnE_lfw_Tot,All_inc_NS_T_LF,All_inc_NS_Notin_LF,All_inc_NS_LF_sta_NS,All_inc_NS_Tot,Tot_Emp_WFT,Tot_Emp_WPT,Tot_Emp_AW,Tot_E_T,Tot_UnE_lfw_FTW,Tot_UnE_lfw_PTW,Tot_UnE_lfw_Tot,Tot_T_LF,Tot_Notin_LF,Tot_LF_sta_NS,Tot_Tot
SAL40192,0,0,0,0,0,3,6,0,0,34,21,4,67,4,0,4,66,27,0,97
SAL40193,0,0,0,0,0,0,0,0,0,5,15,4,24,0,0,0,24,9,0,32
SAL40194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL40196,0,3,0,0,0,0,4,0,8,108,122,8,239,11,13,24,260,128,0,393
SAL40197,0,0,0,0,0,0,0,0,0,4,5,0,10,0,0,4,6,8,0,15
SAL40198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40199,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,5,6,0,10
SAL40200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40203,0,0,0,0,0,0,0,0,0,8,10,3,22,0,0,0,22,8,0,29
SAL40204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40205,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,5,0,5
SAL40206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40207,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,0,0,0
SAL40208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40210,0,0,0,0,0,0,0,0,0,7,3,0,12,0,0,0,12,5,0,18
SAL40211,0,0,0,0,0,0,0,0,0,35,33,0,71,0,4,4,69,33,6,106
SAL40212,0,0,0,0,0,4,0,3,10,111,100,14,224,12,11,23,243,148,8,400
SAL40213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5
SAL40222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40226,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,5,0,0,3
SAL40227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40229,0,0,0,0,0,0,0,0,0,4,3,0,8,0,0,0,8,4,0,10
SAL40230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SAL40235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40236,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4
SAL40237,0,0,0,0,0,0,0,0,0,39,19,0,59,4,0,5,60,38,6,99
SAL40238,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,5
SAL40239,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,4,4,0,4
SAL40240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40242,0,0,0,0,0,0,0,0,0,7,3,0,13,0,3,3,12,4,0,14
SAL40243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40245,0,0,0,0,0,0,0,0,0,5,0,4,8,0,0,0,8,5,0,13
SAL40246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40248,0,0,0,0,0,0,0,0,0,30,14,6,57,0,4,4,56,46,5,109
SAL40249,0,0,0,0,0,0,0,0,0,8,5,0,10,0,0,0,10,3,0,15
SAL40250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40254,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,9,0,7
SAL40255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40256,0,0,0,0,0,3,5,0,10,59,89,10,156,6,7,17,176,215,9,392
SAL40257,0,0,0,0,0,0,0,3,8,97,120,26,250,16,9,25,271,177,4,452
SAL40258,0,0,0,0,0,0,0,0,0,27,19,0,42,0,0,0,49,11,0,63
SAL40259,0,0,0,0,0,0,0,0,0,33,50,0,89,3,8,5,99,37,5,136
SAL40260,0,0,0,0,0,0,0,0,0,32,19,4,59,0,0,0,61,26,0,91
SAL40261,0,0,0,0,0,0,0,0,0,35,27,0,60,0,0,3,64,35,0,93
SAL40262,0,0,0,0,0,0,0,0,0,10,9,0,12,0,0,0,17,8,0,17
SAL40263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7
SAL40266,0,0,0,0,0,0,0,0,4,61,38,0,93,7,5,14,114,75,0,191
SAL40267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40269,0,0,0,0,0,0,0,0,0,8,11,0,17,0,0,0,17,6,0,22
SAL40270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7
SAL40271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40272,0,0,0,0,0,0,0,0,0,34,30,0,65,0,0,0,70,58,0,125
SAL40273,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,10,7,0,16
SAL40274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40276,0,0,0,0,0,0,0,0,0,0,5,4,8,0,0,0,8,4,0,11
SAL40277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40278,0,0,0,0,0,0,0,0,5,4,5,0,11,0,0,0,11,7,0,20
SAL40279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL40280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40281,0,0,0,0,0,0,0,0,0,14,9,0,15,0,0,0,15,6,0,23
SAL40282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40285,0,0,0,0,0,0,0,0,0,19,12,5,32,0,0,0,36,17,0,48
SAL40286,0,0,0,0,0,0,0,0,0,45,26,8,74,0,0,0,79,25,0,99
SAL40287,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,5
SAL40288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
SAL40290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40291,0,0,0,0,0,0,0,0,0,6,4,0,16,0,0,0,13,5,0,26
SAL40292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3
SAL40293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40295,0,0,0,0,0,0,0,3,5,4,10,0,18,3,0,3,17,32,6,49
SAL40296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0,14
SAL40297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40299,0,0,0,0,0,0,0,0,0,3,3,0,8,0,0,0,8,5,0,16
SAL40300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4
SAL40301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40303,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,3
SAL40304,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,3,0,10
SAL40305,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,8
SAL40306,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3
SAL40307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,3
SAL40312,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,9
SAL40313,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,6,0,0,3
SAL40314,0,0,0,0,0,0,0,0,0,80,35,4,119,3,0,0,120,29,0,148
SAL40315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40317,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,0,6
SAL40318,0,0,0,0,0,0,0,0,0,10,4,0,21,0,0,0,19,37,0,62
SAL40319,0,0,0,0,0,0,0,0,0,3,3,4,14,0,0,0,14,15,0,30
SAL40320,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,7,0,3
SAL40321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40322,0,0,0,0,0,0,0,0,0,12,14,0,27,0,0,0,35,14,0,43
SAL40323,0,0,0,0,0,0,0,0,0,12,9,5,24,0,0,0,24,12,0,38
SAL40324,0,0,0,0,0,0,0,0,0,31,6,0,37,0,0,0,39,15,0,54
SAL40325,4,3,0,0,0,0,3,0,9,211,146,29,384,14,23,39,423,204,9,632
SAL40326,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,4,3,0,7
SAL40327,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3
SAL40328,0,0,0,0,0,0,0,0,0,4,3,0,6,0,0,0,6,7,0,15
SAL40329,0,0,0,0,0,0,0,0,0,18,5,0,25,0,0,0,28,33,0,63
SAL40330,0,0,0,0,0,0,0,0,4,56,40,4,97,3,6,13,111,91,0,202
SAL40331,0,0,0,0,0,0,0,0,0,12,21,0,31,0,0,0,33,24,0,54
SAL40332,0,0,0,0,0,0,0,0,0,3,4,0,8,0,0,0,8,5,0,7
SAL40333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40335,0,0,0,0,0,0,0,0,0,32,18,0,52,4,0,3,56,29,0,81
SAL40336,0,0,0,0,0,0,0,4,4,7,9,0,18,0,3,4,27,0,4,26
SAL40337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7
SAL40342,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,6,0,0,7
SAL40343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SAL40347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40350,0,0,0,0,0,0,0,0,0,32,15,3,47,0,3,4,49,13,0,67
SAL40351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,12
SAL40352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40353,6,6,0,0,0,3,3,5,16,80,104,18,196,30,27,58,256,308,8,576
SAL40354,0,0,0,0,0,0,0,0,0,46,30,3,75,0,0,5,80,36,3,119
SAL40355,0,0,0,0,0,0,0,0,0,8,3,0,7,0,0,0,7,0,0,7
SAL40356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL40359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SAL40361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6
SAL40362,0,0,0,0,0,0,0,0,0,47,38,5,93,7,5,8,95,65,0,164
SAL40363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40364,0,0,0,0,0,0,0,0,0,11,13,4,24,0,0,6,26,22,0,53
SAL40365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40366,0,0,0,0,0,0,0,0,0,18,18,5,38,0,0,0,42,18,0,56
SAL40367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL40369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40371,0,0,0,0,0,0,0,0,0,56,39,4,96,4,6,10,111,59,0,170
SAL40372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40373,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,6,10,0,9
SAL40374,0,0,0,0,0,0,0,0,0,5,5,0,8,0,0,0,8,12,0,18
SAL40375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL40376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40377,0,0,0,0,0,0,0,0,0,8,4,0,12,0,3,4,17,29,0,46
SAL40378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40379,0,0,0,0,0,0,0,0,0,21,13,0,32,3,3,0,39,12,0,53
SAL40380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL40382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4
SAL40384,0,0,0,0,0,0,0,0,4,7,9,0,15,0,0,4,18,7,0,26
SAL40385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40387,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,5,3,0,8
SAL40388,0,0,0,0,0,0,0,0,0,11,11,0,25,0,0,0,25,14,0,40
SAL40389,0,0,0,0,0,0,0,0,0,52,35,6,91,0,0,3,90,33,0,132
SAL40390,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,6,3,0,9
SAL40391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40394,0,0,0,0,0,0,0,0,0,6,3,4,14,0,0,0,14,7,0,19
SAL40395,0,0,0,0,0,0,4,0,4,57,44,9,110,0,4,10,119,83,0,202
SAL40396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40397,0,0,0,0,0,0,0,0,0,13,12,0,26,3,4,5,30,39,0,68
SAL40398,3,3,0,0,0,3,5,7,10,62,69,20,150,23,21,40,192,255,9,455
SAL40399,0,3,0,0,3,3,0,0,3,61,65,14,139,22,19,40,176,202,0,376
SAL40400,0,0,0,0,0,0,0,0,3,28,19,7,46,3,5,15,64,120,3,182
SAL40401,0,0,0,0,0,0,0,5,10,46,50,15,113,12,12,21,134,192,8,334
SAL40402,0,0,0,0,0,0,6,0,5,66,62,10,137,11,15,26,163,199,0,366
SAL40403,0,0,0,0,0,0,4,0,14,23,32,10,64,16,17,35,101,184,4,287
SAL40404,0,0,0,0,0,0,5,6,8,39,47,5,93,12,10,27,121,191,7,316
SAL40405,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,8,0,0,12
SAL40406,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,6
SAL40407,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,3
SAL40408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40410,0,0,0,0,0,0,0,0,4,31,55,9,97,0,3,3,100,91,0,190
SAL40411,0,0,0,0,0,0,0,0,7,65,48,10,127,10,5,13,137,120,0,257
SAL40412,0,0,0,0,0,0,0,0,0,12,12,0,27,0,0,0,27,13,0,41
SAL40413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SAL40414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40415,0,0,0,0,0,0,0,0,0,34,21,5,56,6,0,6,59,33,0,95
SAL40416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40417,0,0,0,0,0,0,0,0,0,8,10,0,22,0,0,4,24,15,0,37
SAL40418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40419,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,3
SAL40420,0,0,0,0,0,0,0,0,0,21,11,0,28,0,0,0,28,14,0,42
SAL40421,0,0,0,0,0,0,0,0,0,54,53,10,118,6,10,19,135,80,0,214
SAL40422,0,0,0,0,0,0,0,0,0,57,54,11,117,3,6,7,128,67,0,198
SAL40423,0,4,0,0,0,4,0,0,4,89,70,9,172,6,5,8,177,80,0,257
SAL40424,0,0,0,0,0,0,0,0,0,25,7,0,32,0,0,0,32,6,0,42
SAL40425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40426,0,0,0,0,0,0,0,0,0,18,9,0,25,0,0,4,29,15,0,39
SAL40427,0,0,0,0,0,0,0,0,0,25,14,0,41,0,0,0,41,20,0,68
SAL40428,0,0,0,0,0,0,0,0,0,20,17,0,36,4,4,7,44,15,0,61
SAL40429,0,0,0,0,0,0,0,0,0,42,39,5,89,0,3,6,92,50,0,145
SAL40430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40432,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,10
SAL40433,0,0,0,0,0,0,0,0,0,31,18,0,47,0,4,3,50,36,4,86
SAL40434,0,0,0,0,0,0,0,0,6,43,37,0,86,10,6,15,97,116,5,222
SAL40435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
SAL40436,0,0,0,0,0,0,4,0,3,100,73,14,183,4,7,13,199,156,4,359
SAL40437,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,4,0,0,4
SAL40438,0,0,0,0,0,0,0,0,0,17,20,0,40,0,0,0,44,27,0,72
SAL40439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL40441,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,9
SAL40442,0,0,0,0,0,0,0,0,0,11,6,0,14,0,0,0,14,5,0,19
SAL40443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40444,0,3,0,0,0,3,0,0,3,133,83,12,227,0,5,6,234,74,0,310
SAL40445,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,6
SAL40446,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,4,0,12
SAL40447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40448,0,0,0,0,0,0,0,0,0,76,44,5,124,0,0,5,130,80,0,214
SAL40449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40452,0,0,0,0,0,0,0,0,0,5,5,0,9,0,0,0,9,3,0,16
SAL40453,0,0,0,0,0,0,0,0,0,20,12,3,36,0,3,3,39,15,0,59
SAL40454,0,0,0,0,0,0,0,0,0,3,7,0,7,0,0,0,7,0,0,7
SAL40455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40464,0,5,0,0,0,5,0,0,5,43,33,3,81,0,6,0,83,28,0,113
SAL40465,0,0,0,0,0,0,0,0,0,17,5,0,29,0,0,0,28,6,0,39
SAL40466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40467,0,0,0,0,0,0,0,0,0,36,39,4,68,3,0,6,73,32,0,109
SAL40468,0,0,0,0,0,0,0,0,4,93,48,7,150,4,0,3,156,112,9,273
SAL40469,0,0,0,0,0,0,0,0,0,60,38,0,99,0,6,8,105,49,0,152
SAL40470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
SAL40471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40474,0,0,0,0,0,0,0,0,0,14,7,0,19,0,0,3,20,10,0,32
SAL40475,0,0,0,0,0,0,0,0,0,5,9,0,15,0,0,0,15,8,0,28
SAL40476,0,0,0,0,0,0,0,0,0,102,66,15,177,5,5,6,180,78,0,261
SAL40477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40478,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,3,0,3
SAL40479,0,0,0,0,0,0,3,0,4,35,40,7,79,4,0,8,83,49,6,140
SAL40480,0,0,0,0,0,0,0,0,0,15,16,3,32,0,0,0,32,41,0,72
SAL40481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40483,0,0,0,0,0,0,0,0,0,5,10,0,16,0,0,0,16,18,0,31
SAL40484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
SAL40487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
