SAL_CODE_2021,P_Oth_scs_15_19,P_Oth_scs_20_24,P_Oth_scs_25_34,P_Oth_scs_35_44,P_Oth_scs_45_54,P_Oth_scs_55_64,P_Oth_scs_65_74,P_Oth_scs_75_84,P_Oth_scs_85ov,P_Oth_scs_Tot,P_ID_NS_15_19,P_ID_NS_20_24,P_ID_NS_25_34,P_ID_NS_35_44,P_ID_NS_45_54,P_ID_NS_55_64,P_ID_NS_65_74,P_ID_NS_75_84,P_ID_NS_85ov,P_ID_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SAL22078,0,5,0,0,0,0,0,0,0,3,0,0,0,5,3,0,0,3,0,8,7,8,5,27,24,15,3,4,0,101
SAL22079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,0,0,0,9
SAL22080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,4,3,10,9,0,0,34
SAL22081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,7,12,11,11,7,0,0,65
SAL22082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,6
SAL22083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8
SAL22084,3,6,11,5,13,14,0,0,0,62,0,8,7,11,19,7,3,0,0,55,105,175,151,219,398,289,60,8,0,1406
SAL22085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,6,3,8,3,3,0,0,35
SAL22086,35,68,226,255,195,78,10,0,0,871,44,148,398,515,286,119,20,3,0,1530,1344,2318,6946,11958,6769,2664,473,23,0,32490
SAL22087,0,0,0,0,0,0,4,0,0,4,0,0,0,0,3,0,0,0,0,9,8,6,11,3,25,24,14,0,0,87
SAL22088,0,0,7,5,8,11,3,0,0,43,6,0,3,15,14,9,7,3,0,55,73,86,168,243,310,343,159,27,3,1419
SAL22089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL22091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,0,3,3,0,35
SAL22092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,17
SAL22093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,6,4,8,0,0,21
SAL22094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,26,33,54,43,14,3,0,193
SAL22095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,4,3,0,0,25
SAL22096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,7,0,0,18
SAL22097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,8,4,0,0,38
SAL22098,5,0,9,5,7,6,0,0,0,27,0,0,0,0,4,5,0,0,0,12,28,12,76,71,64,70,39,5,0,369
SAL22099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,10,0,14,3,0,0,44
SAL22100,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,7,5,12,19,15,21,10,5,3,0,98
SAL22101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,14,18,20,7,5,0,64
SAL22102,0,6,0,4,4,0,4,0,0,19,0,0,3,4,5,4,3,0,0,16,28,29,90,111,144,110,33,3,0,549
SAL22103,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,9,23,23,29,28,14,4,0,132
SAL22104,0,0,0,0,0,0,0,0,0,4,0,0,0,6,3,0,3,0,0,15,10,18,44,45,47,39,26,3,0,241
SAL22105,0,3,0,15,7,7,4,0,0,38,4,5,3,3,10,7,6,3,0,45,91,57,227,348,340,333,152,24,4,1581
SAL22106,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,11,15,15,13,28,10,0,0,91
SAL22107,4,29,77,62,67,51,15,3,0,304,12,24,103,109,107,62,17,7,0,440,243,489,2225,2554,2293,1452,445,82,3,9792
SAL22108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,9,14,27,10,0,0,71
SAL22109,0,0,8,8,10,16,12,0,0,59,3,3,4,10,17,12,12,0,0,62,66,91,179,233,344,418,174,17,0,1526
SAL22110,11,20,32,34,27,22,17,0,0,163,13,12,22,25,34,16,21,6,3,146,300,341,702,755,933,849,254,34,5,4162
SAL22111,0,0,7,4,5,0,0,0,0,14,0,0,0,0,4,6,0,0,0,14,18,21,62,69,66,75,23,0,0,343
SAL22112,0,4,3,0,4,0,0,0,0,10,3,0,0,3,7,0,3,0,0,13,30,16,36,61,87,72,27,0,0,331
SAL22113,0,4,0,0,0,4,0,0,0,7,0,4,0,0,0,16,6,0,0,26,7,11,17,17,43,91,83,29,5,303
SAL22114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10,17,18,8,3,0,62
SAL22115,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,12,10,18,10,29,15,7,0,0,101
SAL22116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL22117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,3,0,0,18
SAL22118,0,21,96,46,39,20,8,0,0,238,3,35,139,87,35,20,10,5,0,334,96,774,3377,1882,1035,670,260,33,3,8129
SAL22119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,5,0,0,24
SAL22120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,15
SAL22121,5,44,171,152,110,68,11,3,0,561,9,55,248,193,133,83,19,3,0,747,531,1448,5409,4795,3620,2046,401,36,4,18295
SAL22122,0,5,9,5,12,7,0,0,0,32,0,0,5,8,5,6,0,0,0,29,26,135,321,205,163,150,75,14,0,1094
SAL22123,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,11,21,13,34,26,13,0,0,122
SAL22124,0,0,5,0,0,0,0,0,0,6,3,3,5,4,0,0,0,0,0,17,90,148,219,152,70,16,0,0,0,687
SAL22125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,4,6,0,0,20
SAL22126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,7
SAL22127,0,0,4,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,12,6,34,28,45,25,4,6,0,158
SAL22128,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,6,5,0,0,26
SAL22129,0,0,0,0,0,0,0,0,0,7,0,0,3,4,7,4,0,4,0,20,15,33,63,63,103,61,26,7,0,377
SAL22130,0,0,0,0,3,0,3,0,0,5,0,0,0,0,0,0,0,0,0,9,12,9,32,58,53,43,20,0,3,237
SAL22131,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,4,10,7,5,17,30,4,0,0,82
SAL22132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22133,0,0,0,0,0,3,0,0,0,0,0,0,0,3,4,0,0,0,0,4,16,23,33,27,59,48,12,4,0,216
SAL22134,0,8,11,9,16,6,4,0,0,46,0,3,4,5,5,3,0,0,0,26,90,130,239,231,271,224,59,4,0,1261
SAL22135,0,0,0,0,0,4,3,0,0,14,0,0,3,7,6,5,6,0,0,32,27,42,55,89,118,184,109,18,0,641
SAL22136,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,4,3,9,14,26,20,8,0,0,84
SAL22137,0,0,3,0,0,0,0,0,0,5,0,0,8,0,4,4,5,0,0,20,12,10,38,51,45,61,32,8,0,258
SAL22138,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,7,12,0,0,35
SAL22139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,5,0,0,14
SAL22140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,5,0,0,4,0,20
SAL22141,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6
SAL22142,0,0,3,4,0,0,0,0,0,10,0,0,0,4,0,0,0,0,0,7,26,18,26,32,63,54,14,9,0,239
SAL22143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,8,8,6,5,0,0,39
SAL22144,0,3,0,0,5,0,0,0,0,10,0,0,3,3,0,0,0,0,0,8,0,10,21,18,25,14,4,0,0,91
SAL22145,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,9,14,19,34,53,19,6,0,161
SAL22146,0,0,0,0,3,0,0,0,0,4,0,5,0,3,0,0,0,0,0,9,6,15,18,26,35,35,15,0,0,147
SAL22147,5,12,24,21,17,27,0,0,0,99,9,15,27,17,23,24,7,0,0,118,126,205,455,467,454,456,106,8,0,2271
SAL22148,0,0,0,0,0,0,0,0,0,3,0,3,3,0,4,0,0,0,0,18,23,32,51,63,140,106,61,11,0,489
SAL22149,0,0,0,0,0,0,0,0,0,9,0,0,0,3,4,6,0,0,0,15,26,20,22,43,74,95,51,9,0,334
SAL22150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,12,7,4,0,0,34
SAL22151,0,8,14,7,5,3,5,0,0,40,4,7,9,14,14,10,3,0,0,53,70,170,377,257,214,200,45,6,0,1334
SAL22152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,16,13,3,3,0,33
SAL22153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,7,3,0,0,30
SAL22154,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,5,7,7,17,10,42,31,14,0,3,133
SAL22155,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,8,12,22,16,9,0,0,72
SAL22156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,6,4,0,0,0,0,13
SAL22157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,4,5,0,0,22
SAL22159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,12,3,0,0,0,26
SAL22160,0,10,10,4,12,11,9,3,0,50,3,4,4,13,13,12,5,0,0,50,102,139,174,255,359,332,95,14,0,1472
SAL22161,12,66,248,214,186,114,32,4,0,875,31,138,379,291,202,144,34,16,3,1235,676,2138,7290,6153,4570,2846,658,64,8,24395
SAL22162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,3,3,4,0,0,21
SAL22164,0,0,0,3,3,5,3,0,0,15,0,0,0,5,0,0,0,0,0,7,23,15,28,53,69,100,44,0,0,329
SAL22165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,7,4,3,4,0,0,32
SAL22166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SAL22167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL22168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,3
SAL22169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,5,0,0,24
SAL22170,0,46,204,116,95,66,15,7,0,547,5,69,272,140,91,67,19,0,3,666,293,1732,7968,3934,2501,1642,502,75,5,18642
SAL22171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,8
SAL22172,8,9,16,19,22,21,6,0,0,92,0,8,21,13,29,9,4,0,0,87,122,188,330,474,578,465,113,19,0,2289
SAL22173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,4,3,4,0,0,22
SAL22174,8,34,93,83,78,53,19,0,0,364,12,40,132,112,84,49,11,6,0,455,349,842,2625,2479,1848,1186,327,38,0,9707
SAL22175,10,12,46,46,48,36,13,0,0,212,10,24,48,46,51,34,10,0,0,225,261,463,1253,1315,1124,780,207,17,0,5426
SAL22176,4,18,30,36,51,39,15,0,0,194,7,14,32,42,48,28,10,0,0,186,334,437,756,1096,1265,968,286,41,6,5182
SAL22177,0,0,0,0,4,0,0,0,0,10,0,0,3,0,0,0,0,0,0,8,9,13,18,27,26,21,16,5,0,141
SAL22178,0,0,0,4,0,0,0,0,0,6,4,0,4,0,6,3,4,0,0,26,25,32,71,103,143,95,34,5,0,507
SAL22179,0,6,15,5,7,6,0,0,0,42,5,7,13,18,4,3,0,0,0,49,26,93,283,231,171,98,24,3,0,930
SAL22180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,18,19,44,33,7,0,0,138
SAL22181,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,5,0,8,5,29,16,19,8,0,0,82
SAL22182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,8
SAL22183,5,3,3,14,3,3,0,0,0,31,6,11,42,47,22,17,9,0,0,155,50,101,394,342,228,213,76,8,0,1413
SAL22184,0,9,9,8,13,11,0,4,0,65,6,5,9,6,11,9,6,0,0,57,87,104,188,199,275,294,81,17,4,1232
SAL22185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,12,0,0,0,38
SAL22186,0,5,22,12,8,0,0,0,0,51,0,8,27,20,18,5,0,0,0,83,33,130,518,339,183,91,23,0,0,1311
SAL22187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SAL22188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,8,7,0,0,0,23
SAL22189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL22190,0,0,0,0,0,0,0,0,0,6,0,0,3,3,0,4,3,0,0,13,9,10,30,13,20,30,13,4,0,126
SAL22191,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,4,6,3,18,17,32,12,9,4,0,99
SAL22192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,0,0,3,5,0,0,25
SAL22193,7,14,37,28,25,28,5,0,0,154,6,9,30,20,26,25,0,5,0,132,172,205,660,614,659,475,116,22,0,2926
SAL22194,5,10,25,26,22,21,7,0,0,114,0,14,23,48,45,24,9,0,0,159,174,352,822,1103,1022,679,196,12,0,4366
SAL22195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,0,0,19
SAL22196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
SAL22197,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,4,8,10,4,15,0,0,0,53
SAL22198,5,16,45,41,53,34,11,7,0,222,20,10,30,40,60,50,17,13,0,235,358,420,1107,1132,1236,1102,359,63,0,5771
SAL22199,0,4,8,10,3,5,0,0,0,31,0,0,3,7,4,9,0,4,0,34,32,55,149,121,136,141,57,9,0,717
SAL22200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22201,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,4,9,14,16,21,19,5,0,87
SAL22202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,6,5,3,11,0,0,0,29
SAL22203,3,0,0,6,9,4,0,0,0,29,0,0,0,10,5,3,0,0,0,23,49,38,64,141,187,142,22,0,0,652
SAL22204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,4,0,0,0,8
SAL22205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
SAL22206,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,4,10,10,17,19,21,10,4,0,94
SAL22207,15,63,118,126,214,148,34,0,0,721,25,70,166,185,180,166,41,5,0,833,1035,1813,3126,3538,4220,3643,730,58,4,18168
SAL22208,8,41,59,75,74,41,5,0,0,296,30,98,156,126,122,77,17,0,0,624,529,1171,1968,1766,1846,1140,153,8,0,8575
SAL22209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,3,3,0,3,0,0,23
SAL22210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,10,5,10,13,35,18,6,0,0,98
SAL22211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,14,13,23,12,7,0,87
SAL22212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,5,0,0,21
SAL22213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,6,8,0,0,31
SAL22214,0,0,0,0,0,3,0,0,0,4,0,4,6,0,0,0,0,0,0,9,8,17,44,33,37,52,17,4,3,216
SAL22215,0,0,5,5,0,0,0,0,0,12,0,0,3,7,9,3,3,0,0,37,20,30,66,59,132,134,23,0,0,473
SAL22216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,7,5,5,0,35
SAL22217,6,3,8,4,10,3,5,0,0,43,3,8,7,3,11,10,0,0,0,37,71,79,208,220,256,232,81,15,0,1170
SAL22218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22219,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,7,8,18,29,37,30,25,5,0,158
SAL22220,7,13,22,20,31,32,10,0,0,130,10,12,41,40,39,62,21,0,0,224,174,255,637,693,960,850,294,48,0,3906
SAL22221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,5,3,0,0,0,22
SAL22222,0,11,17,12,23,21,6,0,0,97,9,6,18,14,28,27,8,7,3,118,182,210,412,467,657,649,211,37,3,2828
SAL22223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,5,10,5,0,0,0,33
SAL22224,0,0,8,0,0,0,0,0,0,5,4,0,0,4,0,0,0,0,0,14,25,30,61,60,62,72,26,0,0,345
SAL22225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,5,11,6,4,0,0,32
SAL22226,4,17,57,42,36,34,10,5,0,222,12,23,50,34,31,32,11,4,0,198,382,524,1379,1232,1236,1044,279,42,3,6121
SAL22227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,4,4,4,0,0,0,22
SAL22228,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,11,3,4,0,28
SAL22229,0,0,3,0,0,5,6,0,0,19,0,0,0,0,4,7,4,0,0,20,30,28,101,158,140,174,61,3,0,696
SAL22230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,9,17,14,0,0,47
SAL22231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,8
SAL22232,4,8,18,23,20,22,7,0,0,105,5,12,22,36,42,24,6,0,0,146,156,191,345,738,740,505,143,10,0,2831
SAL22233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,17,9,3,0,0,37
SAL22234,10,5,13,27,43,26,15,3,0,141,15,17,35,56,55,45,12,4,0,239,323,412,691,1067,1447,1102,351,57,3,5452
SAL22235,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,9,7,4,13,15,21,22,8,7,0,108
SAL22236,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,3,6,0,14,25,33,44,8,8,0,135
SAL22237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22238,0,0,6,0,6,0,0,0,0,9,0,0,0,5,0,0,0,0,0,12,11,13,38,45,53,66,23,0,0,249
SAL22239,0,5,5,0,4,5,4,0,0,18,0,6,0,0,0,0,0,0,0,19,33,33,64,82,139,119,42,4,0,531
SAL22240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,9,14,8,0,0,0,41
SAL22241,0,3,4,5,5,0,0,0,0,14,0,0,3,7,6,0,0,0,0,21,24,30,69,82,81,65,8,0,0,367
SAL22242,3,11,20,20,20,26,6,0,0,107,7,11,27,36,48,40,9,0,0,177,165,297,564,724,724,525,126,4,0,3133
SAL22243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,6,6,23,9,4,0,0,59
SAL22244,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,6,7,3,9,21,42,23,8,3,0,116
SAL22245,0,0,0,3,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,11,7,7,20,15,25,38,7,0,0,120
SAL22246,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,7,18,21,44,45,50,46,23,0,0,235
SAL22247,0,7,15,20,22,18,0,0,0,86,7,6,36,19,25,21,4,0,0,110,126,173,473,644,538,425,51,5,0,2428
SAL22248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL22249,6,32,90,81,64,42,6,3,0,320,12,24,82,99,103,70,14,3,0,413,311,579,1893,2110,1817,1227,325,32,6,8309
SAL22250,0,0,0,12,3,8,0,0,0,27,0,3,4,6,10,4,0,0,0,33,44,67,149,256,282,161,40,3,0,1008
SAL22251,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,10,9,4,19,32,28,37,17,0,0,145
SAL22252,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,10,9,6,6,16,17,24,4,0,0,84
SAL22253,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,4,14,14,13,18,5,3,0,67
SAL22254,0,0,0,0,0,0,0,0,0,7,0,3,3,0,0,0,0,0,0,8,11,9,18,25,20,28,3,0,0,115
SAL22255,5,32,59,25,36,28,3,0,0,186,5,24,48,26,34,35,7,0,0,186,219,510,1077,807,681,621,125,9,0,4053
SAL22256,0,9,36,24,14,7,0,0,0,88,0,6,26,31,22,16,6,0,0,100,55,188,873,913,615,372,52,3,0,3072
SAL22257,0,5,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,10,22,23,25,69,87,101,23,4,0,348
SAL22258,3,0,4,0,7,3,4,0,0,26,5,3,7,6,10,6,0,0,0,31,52,50,137,218,212,149,44,3,4,870
SAL22259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,6,0,0,16
SAL22261,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,4,4,0,21,25,20,23,8,3,0,100
SAL22262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,9,11,22,11,0,0,65
SAL22263,8,8,14,21,15,14,3,4,0,91,5,4,16,14,13,10,3,0,0,70,72,128,280,279,298,253,67,14,0,1395
SAL22264,0,0,5,10,10,3,0,0,0,34,0,0,6,7,3,3,0,0,0,20,23,36,111,104,97,63,13,0,0,449
SAL22265,4,6,26,12,21,28,6,4,0,104,6,4,19,17,14,12,8,0,0,84,153,241,543,455,571,543,163,18,0,2687
SAL22266,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,6,8,12,21,26,19,16,5,0,103
SAL22267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL22268,0,0,0,3,3,4,0,0,0,8,0,0,0,0,0,0,0,0,0,3,5,4,12,16,20,11,7,0,0,69
SAL22269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,3,5,0,24
SAL22270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,0,0,15
SAL22271,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,7,21,12,21,37,54,58,9,3,0,214
SAL22272,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,10,10,28,27,28,25,13,3,0,142
SAL22273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22274,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,0,0,0,30
SAL22275,26,56,147,103,117,81,30,5,0,565,31,59,166,131,115,75,27,3,3,626,797,1299,3222,2541,2515,2141,646,62,10,13221
SAL22276,0,0,8,0,9,11,0,0,0,27,6,0,5,7,9,0,0,3,0,28,44,52,94,113,130,116,56,11,0,617
SAL22277,0,6,12,10,8,3,0,0,0,36,3,8,3,11,3,7,0,0,0,36,80,60,233,324,211,81,11,0,0,999
SAL22278,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,9,7,10,18,12,47,26,12,4,0,137
SAL22279,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,7,3,0,18,0,15,36,40,52,76,51,12,4,280
SAL22280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,16
SAL22281,3,6,10,11,8,3,4,0,0,39,0,0,3,5,8,6,0,0,0,24,37,59,121,134,160,121,54,9,0,691
