SA2_MAINCODE_2016,P_AdvDi_Di_AdvDi_AsDe_Mng,P_AdvDi_Di_AdvDi_AsDe_Pro,P_AdvDi_Di_AdvDi_AsDe_TTW,P_AdvDi_Di_AdvDi_AsDe_CPS,P_AdvDi_Di_AdvDi_AsDe_CA,P_AdvDi_Di_AdvDi_AsDe_Sal,P_AdvDi_Di_AdvDi_AsDe_MOD,P_AdvDi_Di_AdvDi_AsDe_Lab,P_AdvDi_Di_AdvDi_AsDe_IDNS,P_AdvDi_Di_AdvDi_AsDe_Tot,P_AdvDi_Di_Dip_Mng,P_AdvDi_Di_Dip_Pro,P_AdvDi_Di_Dip_TTW,P_AdvDi_Di_Dip_CPS,P_AdvDi_Di_Dip_CA,P_AdvDi_Di_Dip_Sal,P_AdvDi_Di_Dip_MOD,P_AdvDi_Di_Dip_Lab,P_AdvDi_Di_Dip_IDNS,P_AdvDi_Di_Dip_Tot,P_Cert_CertIII_IV_Mng,P_Cert_CertIII_IV_Pro,P_Cert_CertIII_IV_TTW,P_Cert_CertIII_IV_CPS,P_Cert_CertIII_IV_CA,P_Cert_CertIII_IV_Sal,P_Cert_CertIII_IV_MOD,P_Cert_CertIII_IV_Lab,P_Cert_CertIII_IV_IDNS,P_Cert_CertIII_IV_Tot,P_Cert_CertI_II_Mng,P_Cert_CertI_II_Pro,P_Cert_CertI_II_TTW,P_Cert_CertI_II_CPS,P_Cert_CertI_II_CA,P_Cert_CertI_II_Sal,P_Cert_CertI_II_MOD,P_Cert_CertI_II_Lab,P_Cert_CertI_II_IDNS,P_Cert_CertI_II_Tot,P_Cert_Cert_nfd_Mng,P_Cert_Cert_nfd_Pro,P_Cert_Cert_nfd_TTW,P_Cert_Cert_nfd_CPS,P_Cert_Cert_nfd_CA,P_Cert_Cert_nfd_Sal,P_Cert_Cert_nfd_MOD,P_Cert_Cert_nfd_Lab,P_Cert_Cert_nfd_IDNS,P_Cert_Cert_nfd_Tot,P_LE_ID_Mng,P_LE_ID_Pro,P_LE_ID_TTW,P_LE_ID_CPS,P_LE_ID_CA,P_LE_ID_Sal,P_LE_ID_MOD,P_LE_ID_Lab,P_LE_ID_IDNS,P_LE_ID_Tot,P_LE_NS_Mng,P_LE_NS_Pro,P_LE_NS_TTW,P_LE_NS_CPS,P_LE_NS_CA,P_LE_NS_Sal,P_LE_NS_MOD,P_LE_NS_Lab,P_LE_NS_IDNS,P_LE_NS_Tot,P_Tot_Mng,P_Tot_Pro,P_Tot_TTW,P_Tot_CPS,P_Tot_CA,P_Tot_Sal,P_Tot_MOD,P_Tot_Lab,P_Tot_IDNS,P_Tot_Tot
106011113,25,15,16,7,18,3,0,6,0,100,20,17,17,19,18,4,12,0,0,106,83,29,276,26,63,21,157,62,13,732,4,3,7,7,9,9,8,4,0,42,8,4,0,5,15,8,3,3,0,52,3,3,0,3,3,0,3,0,0,22,11,3,8,3,4,3,14,13,3,66,220,223,334,82,150,49,193,94,28,1389
106021114,19,35,14,28,19,8,7,0,3,128,19,39,25,58,38,20,4,4,0,211,65,40,336,97,88,68,100,60,21,869,7,0,0,11,11,13,9,5,0,52,4,5,5,13,15,8,3,5,3,61,3,11,3,4,3,0,3,3,0,28,3,9,6,10,4,9,9,6,4,57,186,464,407,278,211,145,143,96,34,1956
106021115,91,166,65,83,65,32,10,15,4,538,113,165,124,180,166,54,36,20,7,874,245,163,1221,432,411,208,342,256,48,3327,18,11,13,23,48,37,16,38,0,199,23,26,13,39,68,22,14,21,3,240,3,16,12,15,18,8,3,6,0,85,23,23,24,24,26,12,20,41,16,207,843,2117,1578,950,982,422,464,435,98,7882
106021116,35,60,29,24,26,16,4,8,0,200,48,56,33,51,55,13,8,9,0,273,101,47,378,100,118,50,101,71,15,977,6,3,4,6,15,13,3,8,0,62,5,0,0,18,21,5,3,7,0,68,3,7,4,3,7,0,0,4,0,33,3,11,7,7,7,0,7,8,3,42,383,833,482,244,320,120,133,116,25,2651
106021117,54,82,37,46,61,9,12,15,3,326,70,87,83,161,115,45,17,19,11,611,219,125,1284,357,377,195,429,253,52,3285,15,3,13,30,43,36,21,28,0,188,17,18,17,42,63,27,18,25,3,225,7,6,5,5,8,3,0,7,0,52,13,24,25,31,18,27,23,25,20,201,568,1134,1514,752,771,371,549,388,101,6154
106021118,39,51,32,34,38,8,5,11,0,216,49,64,47,89,66,21,6,10,6,357,150,67,629,178,203,73,157,96,24,1583,9,0,3,9,22,17,4,10,0,76,13,7,10,9,48,12,11,10,4,122,0,11,0,0,11,0,3,3,0,31,4,6,7,4,8,3,4,9,8,61,368,711,747,361,471,161,188,151,48,3210
106031119,21,42,9,23,17,5,4,5,0,125,26,20,20,32,27,19,0,3,0,152,93,41,285,87,62,39,73,81,6,767,3,0,3,5,5,11,0,3,0,31,9,3,6,3,12,11,3,6,0,47,0,3,0,0,0,0,0,0,0,15,4,11,0,7,10,10,0,10,0,54,221,352,352,210,170,103,89,114,16,1617
106031120,14,19,5,12,17,3,0,4,0,82,24,23,18,42,33,6,10,12,3,172,46,30,305,119,67,38,71,59,19,744,5,0,6,13,10,17,5,8,6,62,5,4,7,13,12,13,9,19,0,84,3,0,3,4,4,3,0,3,0,19,9,7,9,10,9,10,16,10,5,78,130,212,354,229,172,100,112,118,30,1458
106031121,62,120,39,79,70,20,3,10,9,420,94,97,69,115,99,36,15,24,5,553,227,111,810,303,216,164,116,189,45,2177,20,6,9,24,25,15,3,18,3,131,23,31,16,27,24,35,14,21,3,196,6,5,8,4,6,7,3,3,0,50,8,20,22,23,13,10,3,32,10,154,692,1214,1042,689,609,339,170,341,88,5183
106031122,14,37,18,24,23,3,5,5,0,133,39,50,27,91,61,15,6,12,5,317,110,80,659,219,185,103,169,149,14,1694,6,0,7,19,27,24,17,22,0,116,3,9,8,34,38,12,6,9,0,120,4,11,0,7,3,0,0,7,0,38,4,8,3,17,6,6,13,20,3,91,257,520,741,433,399,176,229,251,35,3031
106031123,21,47,16,19,19,8,3,0,3,136,36,29,12,30,36,5,7,6,3,173,118,38,345,50,99,34,97,46,8,840,9,0,3,3,13,7,3,4,0,46,14,5,13,9,27,7,10,9,0,85,0,7,0,0,4,0,0,0,0,15,7,7,5,11,17,9,4,8,4,81,287,443,421,159,258,79,129,73,26,1882
106031124,10,18,7,16,12,8,4,8,0,90,13,16,6,28,14,6,3,0,0,81,44,26,164,56,31,32,26,31,6,412,3,0,0,4,4,3,0,3,0,21,8,6,3,0,17,7,7,4,0,54,0,3,0,0,0,0,0,0,0,7,3,3,5,3,3,8,4,13,4,55,120,171,197,134,109,77,43,68,21,941
106031125,36,79,46,37,50,18,7,6,8,287,67,82,68,101,82,24,16,12,9,459,198,107,758,260,214,90,182,135,19,1965,10,8,7,22,28,13,14,20,0,127,19,12,8,33,31,17,11,24,0,141,3,6,4,4,10,11,5,3,3,45,12,17,14,19,16,15,16,20,16,145,476,783,945,544,505,199,254,227,61,3991
106041126,25,47,29,28,17,7,3,0,0,154,26,30,51,48,31,19,17,9,3,238,87,44,668,143,142,61,319,102,15,1582,8,0,7,16,18,15,9,23,0,91,5,4,12,11,24,12,15,11,0,94,3,3,5,3,6,0,3,3,0,32,3,3,16,10,9,13,18,20,4,97,221,523,820,308,287,138,395,190,28,2912
106041127,29,14,3,10,8,5,0,4,0,82,24,7,11,13,14,5,14,9,0,98,72,21,221,44,50,19,102,74,8,610,6,0,3,0,5,6,4,5,0,34,8,4,5,10,12,0,8,4,0,55,4,0,0,0,7,0,0,0,0,11,5,0,5,4,9,4,7,15,6,58,180,140,264,85,121,45,143,121,28,1132
106041128,27,26,11,13,14,3,0,7,0,104,19,22,20,29,28,4,12,17,0,153,76,27,295,58,62,32,141,56,14,773,4,0,3,0,16,6,4,3,0,40,6,0,9,3,4,13,10,4,0,53,4,3,3,0,3,3,0,3,0,20,8,6,11,8,8,3,11,21,4,75,211,368,375,133,159,79,189,138,24,1687
106041129,52,29,13,22,21,3,8,14,3,167,36,18,12,37,18,3,10,17,4,155,166,33,374,77,77,28,164,116,13,1051,14,0,3,6,15,7,6,15,0,77,16,0,11,13,22,12,14,22,0,112,3,0,4,3,0,4,3,3,0,20,36,10,17,8,7,6,16,13,3,127,430,346,445,182,197,81,234,232,27,2180
107011131,42,105,33,66,50,15,18,11,3,337,85,84,88,227,103,35,20,22,6,672,225,142,1159,405,357,184,280,246,35,3025,12,9,9,26,53,25,12,35,3,185,28,19,19,39,69,26,24,38,4,272,6,7,7,5,13,3,4,5,0,48,19,22,22,25,25,26,19,25,26,199,567,1149,1383,933,777,358,391,402,95,6057
107011132,25,45,14,50,39,14,3,0,4,184,60,58,36,85,78,20,11,11,4,364,120,75,460,146,172,73,122,98,17,1281,7,4,3,14,23,17,0,6,0,76,13,8,0,18,39,12,3,6,0,112,0,5,3,0,11,5,0,0,0,33,10,8,10,11,14,12,6,7,4,76,325,640,558,387,469,164,160,140,39,2871
107011133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107011134,35,78,40,50,52,23,10,11,3,304,59,95,93,110,115,34,19,22,3,542,163,80,684,203,213,92,169,134,16,1755,9,6,11,13,27,13,11,13,0,99,8,17,6,40,68,22,8,16,6,185,3,14,0,7,11,0,3,8,0,48,9,18,16,14,17,12,17,8,7,119,550,1492,916,535,674,250,240,233,52,4935
107011545,13,44,18,40,30,8,4,18,3,185,41,48,47,92,57,27,9,16,4,336,86,53,520,184,138,87,120,139,25,1357,3,5,6,14,13,15,9,12,0,76,13,5,4,24,43,23,10,27,0,147,0,3,7,3,9,8,3,13,0,48,0,12,25,22,11,19,22,34,19,159,219,550,656,433,373,211,195,277,62,2975
107011546,4,22,16,24,26,9,0,9,0,111,23,37,28,53,48,13,5,5,3,219,41,40,314,106,94,49,66,96,20,829,3,0,0,10,16,14,4,10,0,55,3,7,4,19,25,13,7,18,3,93,0,3,8,0,4,0,0,4,0,20,3,6,12,3,8,8,18,17,6,79,133,397,406,256,266,137,106,179,39,1918
107011547,12,15,5,11,12,0,3,3,0,61,17,22,15,20,20,3,3,7,0,109,39,20,172,51,53,21,53,39,6,452,3,3,0,3,5,0,3,3,0,30,9,0,3,14,5,3,0,4,0,40,0,3,3,3,3,0,0,4,0,15,3,4,11,7,3,7,3,7,3,46,111,218,219,128,134,43,71,73,16,1016
107021135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
107031136,37,65,36,52,43,14,11,0,4,255,60,78,57,164,88,31,15,21,3,522,183,103,888,288,240,124,236,165,25,2250,11,3,3,20,25,11,9,16,0,102,21,13,15,52,51,23,13,15,0,209,8,5,6,11,17,4,0,0,0,47,8,9,14,11,19,18,8,23,10,124,459,853,1054,687,574,247,304,257,49,4482
107031137,10,20,6,31,10,3,0,7,0,91,22,21,17,65,29,15,4,6,0,183,73,46,346,124,99,48,121,106,15,973,3,5,6,9,13,13,13,15,0,72,6,8,3,18,27,8,3,20,0,90,0,3,4,5,3,3,3,3,3,33,3,5,13,5,10,8,7,15,7,79,144,278,411,285,215,117,154,172,30,1806
107031138,35,48,18,30,26,14,0,3,0,181,46,44,31,57,37,10,8,10,4,245,90,40,291,77,73,50,62,46,8,735,5,5,6,7,12,8,0,7,0,49,9,11,6,13,23,13,3,3,0,77,3,9,0,3,3,0,0,0,0,21,9,14,7,7,6,7,0,3,4,48,367,750,386,263,257,121,79,82,27,2332
107031139,24,53,17,24,19,7,3,0,3,151,26,40,29,40,43,15,6,8,3,208,67,29,295,89,95,38,57,51,9,732,3,0,0,3,10,4,3,4,0,29,6,3,6,5,23,6,7,3,0,65,3,3,0,0,3,0,0,0,0,19,3,4,3,5,5,6,0,6,3,33,254,640,373,225,254,95,82,80,32,2033
107031140,39,70,12,21,33,14,0,13,0,207,44,61,26,43,37,16,3,8,0,238,104,42,315,94,72,35,53,64,16,792,8,3,3,8,8,0,0,3,0,40,15,6,3,17,25,14,7,4,0,94,5,3,3,0,7,3,0,0,0,18,16,10,13,15,11,8,3,3,3,82,432,898,410,273,262,117,76,108,41,2621
107031141,62,92,41,74,68,24,8,16,9,397,87,115,99,136,117,37,21,18,11,640,196,91,827,252,270,138,223,166,37,2207,6,10,9,11,34,7,6,7,0,96,25,17,14,51,52,27,15,9,7,213,12,20,3,9,16,7,0,3,0,72,14,20,12,25,23,16,12,16,3,147,653,1388,1081,686,709,301,296,272,93,5481
107031142,32,38,12,36,28,6,4,3,0,160,44,61,49,111,77,30,11,15,3,389,97,62,516,184,138,97,124,101,18,1346,6,6,5,15,22,9,0,10,0,82,15,7,3,25,32,18,12,14,3,132,7,3,3,7,11,3,4,5,0,41,5,14,7,8,14,11,3,17,15,87,275,555,616,439,399,205,161,168,41,2870
107031143,29,58,23,67,41,14,3,14,3,249,46,70,56,156,93,27,22,31,9,505,142,98,832,337,212,131,199,213,30,2197,11,7,13,14,24,33,8,22,0,130,17,12,12,50,41,16,26,27,0,211,10,5,8,8,7,7,5,14,0,68,9,17,28,26,18,21,22,41,19,201,367,761,1001,735,537,288,309,383,78,4451
107041144,73,106,42,65,76,29,6,11,3,418,97,105,89,151,110,40,8,20,9,639,166,86,725,249,217,123,176,164,42,1946,10,9,9,19,32,23,4,16,3,120,24,11,17,43,69,28,13,19,0,221,18,13,8,3,22,4,7,9,0,94,12,21,19,24,21,7,13,20,12,147,777,2073,1005,741,778,343,255,308,102,6400
107041145,37,75,25,60,53,13,7,22,7,291,65,91,58,138,88,31,15,18,3,510,147,90,651,212,185,90,183,151,14,1722,7,10,4,19,38,7,4,12,0,94,9,18,9,36,51,12,12,16,6,159,3,7,5,7,8,5,4,5,0,43,4,11,19,27,14,14,13,14,16,130,489,1236,820,636,555,194,252,253,71,4506
107041146,62,118,41,77,75,23,0,8,3,417,100,119,72,136,118,36,15,27,9,636,159,94,673,206,218,105,154,156,21,1794,10,5,6,12,30,13,13,14,0,114,23,21,12,39,64,21,19,25,3,221,3,19,3,8,13,6,3,0,0,62,12,10,14,10,24,12,17,15,13,124,811,2438,934,698,835,342,241,308,88,6709
107041147,49,66,24,36,37,18,5,6,0,250,52,58,29,77,54,37,9,7,5,328,112,67,505,112,126,54,102,82,15,1183,0,4,3,9,14,13,4,3,0,39,11,19,12,20,44,13,3,9,0,124,6,9,4,5,3,3,0,3,0,38,7,7,13,15,18,6,9,10,7,93,451,1003,626,378,408,185,136,137,41,3376
107041148,67,106,29,32,40,15,4,3,7,305,65,76,39,71,64,17,9,13,4,356,122,54,389,114,102,43,55,62,8,953,7,3,0,7,23,3,3,6,0,55,19,10,9,17,30,13,3,0,0,89,3,16,6,4,8,6,4,3,0,40,0,22,11,11,13,6,0,9,9,78,713,1865,540,378,459,161,101,114,45,4378
107041150,81,127,61,88,71,31,9,16,4,486,114,127,78,174,135,27,14,23,13,699,239,115,830,287,195,108,198,128,31,2122,3,11,7,21,45,12,6,10,0,115,25,10,18,53,57,21,19,19,4,233,15,19,6,9,16,9,4,5,3,84,3,28,14,22,18,26,6,13,12,127,914,2221,1086,849,755,292,269,225,84,6699
107041548,45,70,22,42,33,21,5,5,3,250,59,68,42,96,62,32,12,23,0,392,114,60,380,130,145,86,59,61,16,1063,11,4,3,14,15,9,3,6,0,69,12,16,6,16,29,26,0,10,3,129,3,20,7,0,15,3,0,0,0,49,9,15,8,11,13,8,4,4,8,94,575,1865,568,515,500,283,122,198,60,4681
107041549,38,76,34,57,45,21,7,15,7,303,65,95,68,113,95,26,11,15,8,498,109,69,426,198,186,75,82,122,17,1275,3,5,5,14,26,18,5,16,3,95,17,16,15,25,37,16,5,18,3,151,0,11,9,7,9,3,7,3,0,54,13,12,20,9,8,13,7,11,22,116,576,1844,670,594,648,294,165,282,81,5147
108011151,16,20,4,10,5,5,4,4,0,66,28,14,14,18,27,5,3,0,0,117,65,18,198,50,39,24,59,66,7,534,3,3,3,4,3,0,3,3,0,20,14,0,4,13,14,7,4,5,0,54,3,3,4,0,3,0,0,0,0,16,9,3,3,7,8,5,9,9,3,63,175,184,238,124,123,47,86,96,13,1092
108011152,32,54,16,37,42,24,3,8,3,214,31,53,29,77,33,25,7,9,3,271,142,67,408,175,129,126,61,136,15,1257,12,9,7,12,25,22,3,16,0,103,15,10,4,32,27,24,4,20,5,136,5,5,3,8,13,0,0,3,0,33,11,10,7,14,13,29,11,32,9,137,337,764,488,423,325,271,85,225,49,2975
108011153,16,23,9,18,13,11,0,8,3,96,19,21,12,31,14,14,3,8,0,123,80,25,261,81,66,48,40,68,9,672,3,0,4,4,9,10,0,4,0,32,3,0,3,18,14,10,0,8,0,54,4,0,0,0,0,0,0,0,0,11,10,4,9,3,5,3,10,11,3,69,186,274,304,178,148,105,57,109,29,1382
108011154,7,20,3,13,10,4,0,7,0,66,21,20,12,31,10,6,3,10,0,107,46,37,158,83,38,46,24,58,10,499,0,3,6,6,7,5,3,7,0,35,3,7,3,11,6,3,6,7,0,47,3,0,0,0,0,3,0,3,0,15,0,6,6,9,11,11,8,7,4,60,101,219,188,164,97,88,41,92,25,1013
108021155,23,35,3,38,19,7,0,3,3,132,24,61,14,68,43,21,7,14,3,245,129,69,385,281,148,87,107,145,24,1375,3,4,13,28,24,25,11,27,0,128,11,10,3,49,30,20,7,17,0,138,0,8,0,0,3,3,0,5,0,27,7,10,20,25,22,16,9,28,13,144,253,557,446,541,326,190,149,245,46,2747
108021156,27,48,15,30,15,10,0,10,0,141,39,36,15,44,42,10,0,5,3,198,153,54,313,143,92,51,67,114,26,1000,5,0,3,11,13,8,3,10,3,64,6,4,9,22,22,5,10,13,0,97,4,7,5,3,7,0,0,0,0,21,16,12,16,20,9,3,12,18,14,122,315,518,378,304,228,100,99,181,51,2174
108021157,10,13,4,16,5,3,3,3,0,53,12,15,9,34,24,5,3,4,3,101,47,28,158,69,45,30,40,60,15,487,5,0,0,6,9,3,0,10,0,33,6,0,5,11,17,8,0,9,0,57,3,3,0,4,0,0,0,3,0,16,6,4,8,10,7,3,4,16,5,54,109,246,192,164,110,57,48,107,27,1052
108021158,11,26,8,12,11,4,0,0,0,74,18,23,10,51,20,7,4,3,0,132,48,28,168,104,49,33,28,68,16,540,0,0,0,3,10,3,0,9,0,32,5,3,3,11,10,8,3,10,0,63,3,3,0,0,0,0,0,3,0,12,3,0,3,9,4,4,8,18,13,68,119,249,201,208,115,66,46,108,31,1151
108021159,29,34,9,36,15,3,0,4,0,122,17,17,8,54,30,11,0,7,0,156,94,28,267,131,65,49,60,98,10,797,3,0,4,5,13,5,4,9,0,64,11,4,9,18,20,14,4,6,0,85,6,4,3,3,3,0,0,0,0,23,16,11,16,12,10,9,3,10,0,82,262,424,329,292,188,97,82,149,19,1835
108021160,15,14,3,16,7,0,3,5,3,69,10,15,7,29,19,3,0,5,0,90,57,21,160,71,54,43,30,56,8,507,4,3,4,4,3,0,3,10,0,26,7,3,9,6,15,8,3,11,3,61,0,0,0,0,5,5,0,3,0,10,8,8,7,3,3,6,0,4,5,48,136,218,191,150,121,71,42,101,19,1055
108031161,3,3,0,3,3,0,0,0,0,11,0,0,0,4,3,3,0,0,0,11,11,3,29,4,3,3,0,16,0,73,0,0,0,0,3,0,0,0,0,4,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,5,32,19,30,22,20,8,3,24,7,158
108041162,25,89,11,27,38,21,7,4,6,229,48,65,30,81,42,29,8,18,3,330,171,75,596,238,146,120,115,205,24,1697,3,5,5,10,28,23,4,12,0,101,19,14,9,35,32,20,9,28,0,171,8,13,3,7,9,4,0,3,0,40,9,14,18,21,15,11,10,17,10,134,397,906,710,505,364,240,161,302,55,3649
108041163,106,199,45,93,119,33,4,22,8,621,109,147,73,202,164,83,5,25,10,807,289,156,1026,422,368,233,128,240,19,2889,10,8,9,27,46,40,8,21,0,175,33,27,16,63,79,53,13,27,0,319,10,20,7,10,27,5,0,4,3,88,23,24,32,21,25,30,10,30,22,224,929,2623,1276,1013,1028,538,193,406,82,8090
108041164,53,96,16,47,59,22,3,6,3,298,65,74,43,127,101,39,8,17,8,479,185,88,528,241,222,140,88,155,18,1677,3,5,9,19,26,24,8,21,0,108,22,4,13,44,44,27,9,27,3,183,0,3,7,3,13,5,0,3,0,32,7,14,18,34,14,22,11,17,9,146,461,1007,653,601,555,312,131,255,55,4016
108041165,17,29,10,14,20,3,3,0,3,105,25,29,11,26,25,8,3,10,3,139,103,41,229,92,61,43,59,75,10,712,5,0,7,6,13,8,7,14,0,57,17,7,3,9,7,4,6,9,0,53,0,0,0,0,3,0,0,4,0,13,18,8,6,6,4,5,8,3,3,68,253,327,284,171,178,82,78,125,30,1517
108041166,24,45,8,31,32,8,4,3,0,156,45,37,22,84,49,18,6,11,0,265,124,58,458,185,156,105,122,114,20,1340,9,3,6,12,26,10,3,22,0,91,9,4,6,31,29,24,5,13,3,118,3,5,0,0,7,0,0,3,0,26,5,11,21,9,20,14,14,24,9,134,295,597,537,398,384,196,163,198,42,2798
108051167,17,26,3,21,12,3,3,3,0,77,14,14,8,23,19,12,4,9,0,91,76,10,153,51,28,26,67,61,9,476,11,3,3,5,6,4,0,9,0,35,9,3,7,11,11,4,7,5,0,53,7,3,0,0,3,3,0,0,0,20,4,4,4,7,3,6,9,12,0,45,205,212,190,125,97,64,89,98,13,1084
108051168,26,78,17,26,26,10,6,10,0,196,37,60,20,79,50,17,3,12,3,273,137,69,381,127,127,91,68,108,7,1112,7,7,3,3,21,13,4,8,0,54,9,14,6,24,39,24,3,8,0,135,0,3,0,0,4,3,0,3,0,22,11,16,12,10,24,19,3,22,0,113,308,838,453,328,346,189,87,176,18,2753
108051169,41,75,18,47,36,17,5,14,0,253,41,79,31,136,60,41,12,15,0,410,196,96,573,316,185,171,130,204,19,1894,11,5,8,17,30,45,12,34,0,161,21,13,19,50,36,33,16,34,4,224,3,15,0,10,10,9,3,3,3,55,15,10,13,35,20,24,27,31,12,184,401,952,685,660,425,365,203,353,45,4089
108051170,39,89,12,39,19,9,0,11,0,217,38,43,21,72,39,16,3,14,0,240,162,69,399,181,104,80,88,140,21,1239,13,5,8,18,18,16,7,14,0,109,16,11,15,28,27,6,10,15,0,126,8,3,0,5,8,0,0,3,0,33,18,15,19,26,16,21,17,24,4,156,411,623,480,391,276,153,130,241,30,2740
108051171,3,23,0,14,5,0,3,7,0,54,16,19,6,37,12,3,0,3,0,99,43,26,188,77,60,41,39,75,7,553,0,0,9,9,6,11,6,5,0,39,7,3,8,17,14,6,3,6,3,59,7,3,0,3,3,0,0,0,0,17,8,5,6,9,5,9,12,17,11,78,110,235,215,174,111,78,66,117,21,1120
109011172,50,77,41,60,39,23,9,4,6,315,91,95,53,133,99,45,12,28,3,552,201,105,717,230,248,125,125,138,20,1905,14,10,14,28,34,17,6,10,3,136,23,19,13,17,41,25,7,18,0,157,4,11,3,6,14,3,3,3,5,49,3,19,13,15,10,12,9,17,7,106,646,1561,914,635,649,282,194,241,56,5167
109011173,24,38,12,25,24,13,6,4,0,151,28,59,29,72,63,16,10,16,0,291,120,51,438,164,136,64,112,116,13,1217,3,5,5,11,24,12,5,11,0,73,7,6,6,23,29,14,11,6,0,113,3,6,0,0,0,0,0,0,0,13,3,6,5,13,11,9,8,19,4,78,294,672,516,378,347,157,169,186,26,2743
109011174,41,78,21,30,39,13,3,7,0,238,54,69,24,70,43,22,5,18,5,307,140,52,332,114,111,74,42,69,16,951,4,4,4,8,18,0,7,13,0,52,8,5,9,19,25,9,3,7,0,85,5,7,6,4,8,0,3,3,3,38,9,18,6,3,15,6,3,16,8,81,513,1179,450,334,375,183,81,151,40,3308
109011175,74,61,11,40,25,6,7,12,0,239,84,61,23,71,72,10,12,17,4,368,275,64,461,130,137,77,118,114,17,1398,13,3,3,12,23,10,11,15,0,90,43,9,7,25,36,11,5,10,3,147,8,5,7,3,4,5,0,4,0,35,52,15,14,15,11,19,13,32,3,179,755,737,555,336,401,150,173,226,45,3376
109011176,24,47,12,42,22,14,9,12,3,182,41,52,48,89,50,27,23,20,4,350,123,67,614,273,196,138,163,172,20,1760,10,4,7,8,25,18,11,15,4,112,13,7,14,43,36,25,21,24,0,172,3,11,0,8,8,6,8,6,0,48,10,4,17,19,13,17,20,26,18,138,294,604,738,571,430,275,265,301,58,3545
109021177,19,17,3,5,7,0,0,0,0,51,21,4,6,11,8,4,0,6,0,55,45,6,90,40,40,13,38,35,9,318,3,0,3,7,7,0,0,0,0,24,9,3,0,9,0,6,0,0,0,27,0,0,0,0,0,0,0,0,0,0,7,4,10,5,3,0,9,4,7,42,142,114,108,83,79,31,51,53,12,682
109021178,23,33,4,13,12,4,3,4,0,97,24,19,16,39,27,10,0,5,0,133,96,25,217,74,58,35,61,64,5,646,9,0,3,4,9,10,3,10,0,48,12,4,0,9,8,3,0,5,0,44,0,0,0,0,3,0,0,3,0,14,13,5,3,6,3,15,5,9,3,75,232,316,255,182,152,81,80,105,16,1413
109021179,14,3,6,11,4,0,0,3,0,43,14,14,4,24,13,0,4,4,0,71,100,12,90,24,24,6,28,70,5,357,3,0,0,0,4,0,0,5,0,23,7,3,3,9,4,0,0,0,0,28,0,0,0,0,0,0,0,0,0,3,12,3,5,4,5,3,14,15,0,67,202,123,117,80,74,14,51,105,13,776
109031180,11,24,10,18,9,7,3,0,0,77,19,13,11,31,11,6,6,18,0,104,66,20,221,72,52,36,56,114,16,654,5,0,0,5,11,3,0,9,0,43,4,4,0,18,15,12,0,11,0,60,4,0,0,0,0,0,3,0,0,8,12,5,12,10,7,6,18,22,0,84,161,248,267,175,116,73,78,179,22,1324
109031181,26,16,6,16,9,3,3,4,3,93,38,27,6,43,22,11,4,9,0,152,152,23,247,66,51,33,78,78,8,740,9,0,5,5,11,12,0,8,0,53,12,7,4,12,7,4,5,14,0,62,3,0,0,0,3,0,4,0,0,15,17,4,8,13,7,4,3,15,3,89,359,274,304,174,146,70,102,137,21,1583
