SA2_MAINCODE_2016,P_Oth_scs_15_19,P_Oth_scs_20_24,P_Oth_scs_25_34,P_Oth_scs_35_44,P_Oth_scs_45_54,P_Oth_scs_55_64,P_Oth_scs_65_74,P_Oth_scs_75_84,P_Oth_scs_85ov,P_Oth_scs_Tot,P_ID_NS_15_19,P_ID_NS_20_24,P_ID_NS_25_34,P_ID_NS_35_44,P_ID_NS_45_54,P_ID_NS_55_64,P_ID_NS_65_74,P_ID_NS_75_84,P_ID_NS_85ov,P_ID_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
308031221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
308031222,15,16,28,25,26,27,7,0,0,152,7,15,23,18,19,13,5,3,0,108,310,322,678,641,776,526,123,25,0,3404
308031223,33,46,71,70,51,45,8,0,0,320,11,18,38,53,46,38,7,0,3,222,522,686,1392,1677,1903,1356,243,37,4,7818
308041528,15,10,37,22,9,10,5,0,0,117,14,9,25,26,31,32,19,7,0,159,214,287,766,838,976,813,333,102,13,4336
308041529,10,18,29,25,19,15,3,0,0,126,6,14,17,28,17,4,5,0,0,89,198,284,680,659,587,354,69,15,0,2849
308051530,0,6,12,18,16,14,0,0,0,63,5,7,25,24,48,22,9,0,0,137,104,82,225,465,628,500,122,24,0,2157
308051531,13,15,36,38,27,12,3,0,0,142,4,9,40,41,31,16,7,0,0,144,275,311,823,1148,1160,648,91,3,3,4466
308051532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308051533,12,39,79,52,37,15,3,4,0,244,21,33,71,50,50,22,4,3,0,261,416,678,1631,1459,1229,658,97,9,0,6176
308051534,4,15,17,17,25,16,0,0,0,99,0,4,16,28,34,21,3,0,0,108,148,283,581,492,592,389,74,3,0,2568
308051535,16,24,33,44,38,23,7,0,0,186,9,21,45,56,58,29,12,3,0,230,299,360,994,1260,1293,791,157,25,3,5179
308051536,0,3,18,13,11,8,3,0,0,60,4,8,15,17,15,11,4,0,0,74,119,147,368,408,410,254,45,3,0,1754
308051537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308051538,12,20,17,21,20,17,0,0,0,110,11,14,21,35,27,0,0,0,0,105,181,322,678,639,611,317,41,0,0,2800
308051539,4,12,14,16,12,12,3,0,0,70,0,15,21,12,16,14,4,0,0,79,124,175,462,393,487,271,66,10,0,1979
309011224,5,9,36,35,39,18,11,0,0,144,5,5,39,33,33,39,13,3,0,173,206,324,733,789,901,568,206,31,3,3763
309011225,8,15,43,26,13,12,4,3,0,132,7,16,45,41,34,28,12,3,0,186,172,383,1200,831,800,694,199,25,3,4300
309011226,9,15,66,68,45,36,13,4,0,248,13,29,64,61,62,46,18,0,5,287,431,513,1300,1685,1436,979,247,18,3,6630
309011227,6,34,112,50,34,14,8,0,0,262,3,37,106,71,48,35,10,4,3,323,182,847,2204,1131,1041,814,238,34,3,6508
309011228,10,28,60,63,42,25,9,0,0,231,13,19,69,58,48,38,13,3,3,266,320,528,1293,1338,1212,803,282,30,3,5812
309011229,0,14,41,25,20,14,3,0,0,114,5,8,57,40,36,14,3,5,0,169,149,320,1157,860,636,430,108,17,3,3676
309021230,0,20,25,10,21,9,6,0,0,87,5,13,26,19,24,25,4,0,0,122,75,312,654,446,471,470,103,15,3,2549
309021231,9,13,54,40,40,27,7,0,0,187,20,24,60,58,48,53,12,0,0,273,255,453,1198,1133,1103,919,222,15,3,5309
309021232,10,18,31,42,38,29,9,0,0,171,6,17,26,46,49,44,6,3,0,192,279,355,615,935,1069,755,179,15,0,4192
309021233,12,25,39,42,50,33,10,0,0,211,19,15,47,58,54,50,15,4,3,256,414,426,874,1270,1377,917,251,24,4,5546
309021234,16,29,64,47,48,26,5,0,0,239,17,25,75,85,71,57,12,6,0,360,387,581,1668,1657,1473,1062,236,20,0,7087
309031235,4,20,30,42,44,34,3,0,0,181,14,23,37,40,54,30,19,3,0,219,323,468,812,977,1182,720,189,13,0,4680
309031236,8,15,35,32,35,13,5,0,0,136,8,31,61,45,40,30,21,7,0,240,185,479,956,791,772,576,153,13,0,3923
309031237,4,10,39,31,39,37,12,0,0,165,5,13,49,52,36,24,15,3,3,198,190,276,764,924,840,713,235,23,4,3965
309031238,8,32,67,65,52,38,17,0,0,288,12,31,93,78,81,59,17,4,0,375,358,925,1824,1568,1559,1137,314,32,4,7719
309031239,6,18,31,42,34,29,10,0,0,162,4,10,36,46,59,43,28,8,0,229,195,291,563,909,1080,868,355,43,3,4308
309031240,0,11,21,19,31,31,5,0,0,125,7,11,31,38,53,48,22,3,0,214,184,268,570,735,935,809,294,39,0,3836
309041241,0,4,15,23,33,12,3,0,0,85,3,11,8,15,35,15,8,0,0,97,73,130,292,417,556,424,117,14,3,2027
309041242,11,16,36,56,62,47,16,0,0,250,15,16,32,80,79,63,24,7,0,326,388,329,738,1385,1761,1295,379,61,5,6339
309051243,12,11,32,27,23,20,7,0,0,128,17,15,22,31,55,32,10,0,0,181,233,267,447,682,908,693,187,15,0,3430
309051244,29,34,79,108,100,57,23,0,0,430,33,28,74,78,105,74,28,3,0,420,641,632,1382,2215,2205,1375,375,36,0,8871
309051245,3,11,39,47,45,24,5,0,0,169,9,19,15,58,36,10,3,0,0,148,316,327,689,1116,996,469,118,6,0,4034
309061246,9,28,49,48,57,51,9,0,0,249,18,22,41,61,63,60,11,11,0,290,347,546,1176,1237,1282,1084,283,27,3,5985
309061247,5,20,47,45,34,35,16,0,0,203,8,25,44,42,40,37,6,3,3,215,231,370,821,888,931,639,151,15,3,4037
309061248,22,48,123,95,87,59,16,0,0,445,26,39,90,108,97,59,22,3,0,446,527,789,2004,2155,2036,1379,359,29,6,9279
309061249,10,36,84,102,85,41,13,0,0,368,28,43,106,107,105,47,12,0,0,445,629,841,1957,2407,2039,1006,172,18,0,9065
309061250,6,13,28,28,43,26,13,0,0,153,10,14,28,43,56,30,14,0,0,203,274,304,494,774,975,679,204,10,4,3718
309071251,12,34,62,69,44,18,0,0,0,238,21,45,77,72,52,28,10,0,0,298,411,723,1655,1528,1240,524,112,9,0,6212
309071252,18,35,56,78,92,71,20,3,0,377,23,36,57,119,105,49,11,7,0,400,550,675,1222,1831,2076,1328,328,28,6,8049
309071253,13,14,31,28,36,24,12,0,0,159,9,20,41,53,90,62,35,4,0,304,256,371,740,1006,1228,982,366,36,7,4992
309071254,0,7,24,24,26,13,3,0,0,94,3,10,10,24,27,17,9,3,0,102,83,143,300,346,478,326,86,14,3,1771
309071255,15,35,119,129,69,52,9,3,0,437,33,51,93,148,102,66,20,4,0,521,658,746,2205,2515,1995,1088,242,17,4,9470
309071256,12,28,74,84,87,61,3,0,0,352,25,41,70,93,93,50,10,0,0,388,508,627,1647,1967,1812,1073,208,15,0,7858
309071257,5,24,59,33,15,17,0,0,0,162,17,37,67,43,26,16,5,0,0,217,223,586,1380,860,563,320,70,5,0,4007
309071258,25,61,169,175,103,50,11,0,0,592,38,59,187,210,129,79,15,0,0,727,989,1396,3595,4217,2924,1424,318,23,0,14884
309081259,5,0,15,14,7,6,0,0,0,53,3,5,11,15,11,11,6,8,0,60,112,155,238,315,444,356,108,17,0,1742
309081260,8,20,35,27,23,22,7,0,0,131,11,16,45,18,45,17,3,3,0,158,198,309,847,749,679,458,117,8,0,3361
309081261,20,27,102,91,97,49,22,0,0,404,31,49,100,93,106,77,31,7,0,492,753,1075,2148,2292,2415,1750,546,47,3,11026
309081262,8,28,95,87,42,37,4,0,0,308,23,37,70,73,70,39,9,0,0,318,444,834,1728,1719,1404,874,204,19,0,7224
309091263,3,9,44,63,43,43,10,0,0,224,11,13,49,52,53,42,13,0,0,239,363,450,957,1231,1221,909,266,32,3,5426
309091264,5,9,34,29,31,14,9,0,0,127,4,24,39,43,31,18,5,0,0,163,228,362,590,686,734,425,121,6,0,3165
309091265,12,18,28,29,38,25,10,0,0,164,15,20,32,33,46,40,11,0,0,181,339,516,756,785,1025,754,156,6,0,4339
309091540,4,39,71,49,23,32,7,0,0,232,9,44,77,37,56,27,7,0,0,272,293,998,1878,1166,941,676,182,16,3,6160
309091541,9,35,58,73,67,57,16,0,0,312,20,45,85,86,83,61,23,8,0,404,339,843,1798,1547,1423,1048,339,47,8,7400
309101267,3,4,23,26,36,18,13,0,0,126,11,13,28,41,49,28,16,3,3,189,259,278,528,816,1071,663,248,26,4,3886
309101268,9,3,14,17,22,8,0,0,0,63,3,8,19,25,40,26,9,0,0,129,144,181,368,431,586,353,147,15,4,2232
309101269,0,3,8,4,9,12,4,0,0,38,3,0,16,20,24,12,13,0,0,98,58,120,413,311,360,366,174,36,6,1850
309101270,17,51,156,78,57,49,23,0,0,434,16,80,190,114,112,68,25,11,0,613,347,1551,3676,1806,1766,1436,556,76,10,11222
310011271,4,13,38,31,14,9,0,0,0,109,0,10,39,34,17,12,0,0,0,127,96,261,687,478,344,226,49,5,0,2150
310011272,4,20,43,45,37,26,5,0,0,180,5,23,43,51,41,15,3,4,0,183,103,312,809,705,602,419,78,11,3,3038
310011273,18,63,151,126,136,64,12,0,0,561,28,62,146,134,132,73,23,0,0,604,701,1279,3056,3263,3156,1680,311,26,3,13486
310011274,23,60,133,98,56,21,3,0,0,399,22,53,120,132,109,62,11,0,3,514,277,682,1354,1200,1080,617,114,8,3,5333
310011275,4,12,41,29,14,15,0,0,0,118,7,17,42,35,23,13,4,0,0,141,145,362,1082,958,703,417,81,5,3,3758
310011276,3,0,10,10,7,4,0,0,0,44,5,11,19,13,10,14,3,0,0,76,41,102,215,207,152,101,17,3,0,836
310021277,19,19,42,41,47,39,8,3,0,226,16,16,32,56,54,42,13,11,0,247,325,402,769,1056,1237,1020,362,61,11,5234
310021278,0,3,6,8,10,20,6,0,0,63,3,0,11,10,9,22,8,4,0,72,76,100,207,288,425,445,126,14,3,1690
310021279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310021280,10,23,66,57,60,41,11,3,0,276,24,30,71,77,83,55,25,3,0,380,485,680,1257,1609,1872,1299,318,51,5,7577
310021281,21,21,37,47,44,37,9,0,0,212,20,24,44,40,69,40,25,8,0,259,354,435,979,1147,1257,947,225,29,3,5377
310021282,17,28,43,51,55,39,5,0,0,235,27,12,33,43,60,43,14,3,3,238,377,488,846,1048,1319,911,220,36,9,5260
310031283,9,32,54,32,30,29,8,0,0,190,3,32,47,33,24,22,3,0,0,164,278,573,1223,905,869,558,120,8,0,4534
310031284,9,15,39,35,20,17,3,0,0,136,8,29,49,39,62,19,9,0,0,218,211,397,923,715,787,507,86,12,0,3640
310031285,8,21,36,20,16,21,4,0,0,121,3,13,37,30,26,13,8,0,0,129,198,382,845,636,618,450,70,6,0,3199
310031286,11,11,27,13,17,11,3,0,0,87,5,16,25,15,32,12,0,0,0,105,174,262,518,551,634,435,82,4,0,2659
310031287,14,37,70,55,48,42,12,0,0,280,22,48,90,76,75,39,11,3,0,356,400,742,1638,1530,1536,1033,194,13,0,7088
310031288,11,5,18,21,23,15,0,0,0,90,4,10,13,23,26,16,0,0,0,96,195,208,385,540,644,339,53,11,0,2368
310031289,6,9,23,32,34,20,0,0,0,128,3,6,21,27,33,20,0,0,0,113,223,192,438,681,777,481,75,0,0,2864
310031290,7,6,23,41,27,22,3,4,0,132,0,7,11,17,27,26,8,0,0,96,184,194,431,827,864,544,109,6,0,3155
310031291,6,13,23,20,20,6,0,0,0,97,9,10,25,28,22,14,7,0,0,117,159,314,610,551,542,333,63,10,0,2578
310031292,9,8,26,21,19,10,0,3,0,99,12,10,20,29,26,15,9,0,0,116,130,232,571,549,551,363,84,7,0,2472
310031293,9,43,73,55,47,18,10,0,0,255,3,22,63,45,43,34,4,3,0,216,429,679,1665,1474,1386,834,143,15,0,6620
310031294,10,24,26,19,22,11,0,0,0,106,4,12,29,21,19,10,4,0,0,100,168,320,689,556,492,271,34,3,0,2532
310031295,3,5,10,5,12,8,0,0,0,41,3,4,11,12,6,8,0,0,0,53,46,85,186,181,173,135,19,0,0,829
310041296,11,22,67,54,41,15,0,0,0,219,17,37,68,79,57,27,3,0,0,290,409,641,1813,1904,1373,640,103,5,3,6885
310041297,10,20,50,43,44,24,3,0,0,187,12,20,46,47,67,38,3,0,0,234,279,437,929,845,1045,636,105,9,0,4281
310041298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
310041299,6,5,32,35,27,15,8,0,0,121,11,24,56,52,49,24,3,0,0,215,218,404,900,832,776,490,70,6,0,3694
310041300,9,21,53,54,33,15,5,0,0,190,21,38,78,70,45,24,11,0,0,284,173,470,990,928,699,422,99,10,0,3778
310041301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310041302,23,43,110,67,29,37,4,0,0,315,20,66,128,100,78,39,5,3,0,443,398,989,2466,1649,1270,752,108,10,0,7643
310041303,3,13,46,37,29,8,3,0,0,139,14,16,26,36,44,12,9,0,0,150,254,328,813,873,782,322,53,3,0,3420
310041304,7,29,94,80,43,18,0,0,0,280,17,38,88,90,52,32,4,0,0,322,410,817,2626,2234,1276,533,73,4,0,7974
311011305,16,24,44,49,41,37,3,0,0,215,21,27,34,52,71,41,19,9,0,260,346,433,825,1095,1320,973,298,57,3,5356
311021306,3,19,33,20,26,22,0,0,0,117,11,31,39,45,35,28,6,0,0,202,196,371,655,705,701,438,85,3,0,3147
311021307,10,24,39,22,32,20,7,0,0,158,12,34,74,60,62,27,9,3,0,283,220,496,1074,916,838,636,143,18,0,4341
311021308,11,25,43,37,29,11,10,4,0,156,8,25,60,48,15,24,0,0,0,183,183,383,914,793,646,396,60,5,0,3390
311021309,5,12,20,27,23,17,9,0,0,106,4,7,24,30,29,13,7,0,0,122,155,237,508,565,566,403,100,9,3,2539
311021310,9,18,40,23,19,21,4,0,0,139,3,16,20,27,37,19,4,0,0,129,221,324,594,640,726,502,95,3,0,3103
311031311,7,31,64,50,47,40,8,0,0,251,18,39,76,77,52,43,16,0,0,313,312,506,1066,1057,975,781,166,5,5,4873
311031312,4,12,38,28,14,22,3,3,0,137,16,25,55,49,35,12,6,0,0,206,149,347,913,680,607,396,70,0,0,3157
311031313,10,18,21,13,29,15,4,0,0,111,4,14,31,30,21,25,3,0,0,145,179,300,505,411,558,419,85,3,0,2462
311031314,9,18,45,32,23,21,3,0,0,155,24,61,105,59,65,32,9,0,0,344,279,519,1194,1103,869,531,91,0,0,4585
311031315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311031316,14,30,44,31,25,29,4,0,0,178,8,13,60,48,40,32,3,0,0,211,263,401,873,832,917,597,123,5,0,4018
311031317,14,33,63,46,33,23,9,0,0,214,28,58,86,91,60,38,3,3,0,359,317,642,1424,1155,994,579,100,9,0,5219
311031318,5,12,18,31,28,20,3,0,0,124,10,16,18,25,37,23,6,0,0,138,168,236,336,468,645,442,65,4,0,2361
311031319,18,45,91,73,76,39,3,0,0,338,24,42,118,109,90,51,6,3,0,448,505,834,1703,1700,1778,1188,140,14,0,7865
311041320,35,43,57,79,95,46,12,0,0,368,12,36,37,96,100,44,10,3,0,341,471,475,954,1705,1700,884,161,11,0,6368
311041321,36,74,135,165,109,75,18,0,0,614,39,78,151,158,156,98,20,0,0,700,819,1188,2635,3024,2859,1530,269,13,3,12347
311041322,16,16,28,33,40,26,5,0,0,165,10,28,33,51,43,46,10,4,0,228,233,296,523,745,858,604,121,11,0,3386
311051323,16,12,74,33,19,13,4,0,0,176,10,29,66,51,39,23,6,4,0,228,233,485,1263,896,739,522,128,15,0,4276
311051324,10,21,41,43,43,45,15,0,0,218,8,19,31,36,58,38,10,0,0,203,325,441,718,943,1075,816,173,4,4,4492
311051325,10,30,56,59,40,32,9,0,0,237,19,32,80,73,54,42,10,3,0,317,320,512,1311,1344,1072,772,157,4,0,5498
311051326,9,23,54,39,27,23,10,0,0,179,3,35,72,46,53,38,13,0,0,258,244,535,1066,850,766,550,120,4,0,4137
311051327,15,29,53,66,66,48,12,4,0,291,8,29,62,57,65,55,17,3,0,293,444,572,1111,1416,1399,1115,237,18,3,6318
311051328,11,20,34,25,20,14,4,0,0,131,9,17,45,39,21,22,6,3,0,157,151,275,645,639,520,377,97,4,0,2712
311061329,6,15,35,30,17,25,9,0,0,132,6,8,43,26,19,17,7,0,0,135,177,272,688,818,678,504,130,7,0,3272
311061330,7,24,39,33,25,27,6,0,0,159,14,51,82,60,48,26,3,0,0,281,185,446,763,671,685,468,86,9,0,3312
311061331,3,13,12,17,20,6,0,0,0,76,6,13,26,36,22,21,0,0,0,131,93,198,371,368,324,210,60,4,0,1628
311061332,12,29,104,84,73,52,9,0,0,368,9,31,79,83,60,42,20,0,0,316,378,642,1887,1901,1480,1128,276,22,3,7720
311061333,9,18,42,32,39,23,4,0,0,163,13,30,61,48,49,22,5,9,0,240,190,419,949,907,774,575,128,15,4,3961
311061334,13,13,38,35,42,26,8,0,0,177,7,28,37,38,44,47,13,3,0,221,244,396,1044,1004,932,753,206,12,0,4591
311061335,3,9,31,27,13,9,4,0,0,100,9,20,53,36,29,11,3,0,0,152,140,251,834,793,582,353,74,0,0,3036
311061336,10,27,33,22,32,24,4,0,0,146,11,40,69,59,48,33,10,5,0,271,184,424,966,880,713,530,124,3,0,3837
312011337,9,11,29,27,25,25,7,0,0,131,10,23,42,27,29,33,8,5,0,169,224,329,860,690,819,701,169,18,3,3813
312011338,13,14,38,14,20,10,7,0,0,115,5,9,23,19,24,26,4,3,0,102,147,301,969,963,850,548,102,18,4,3898
312011339,8,5,16,12,14,8,0,0,0,61,3,5,10,7,6,11,3,0,0,55,94,154,424,372,338,266,90,15,3,1750
312011340,3,7,6,7,3,8,0,0,0,36,0,9,16,5,21,11,3,7,0,74,63,113,253,314,360,297,75,19,3,1489
312011341,9,13,40,31,24,3,3,0,0,130,8,10,35,21,23,13,3,0,0,106,244,378,1263,1167,843,384,43,0,0,4328
312021342,18,53,90,82,72,41,9,0,0,372,24,36,78,67,55,36,16,0,0,307,492,653,1652,1490,1478,978,156,11,4,6918
312021343,3,5,17,18,10,8,3,0,0,72,0,0,11,16,14,13,0,0,0,58,84,145,315,347,394,259,58,9,0,1610
312021344,22,46,98,58,44,23,5,0,0,300,7,19,48,46,61,21,3,0,0,208,378,613,1560,1323,1289,683,94,4,0,5953
312021345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,11
312021346,3,11,22,12,10,13,0,0,0,69,0,6,17,12,13,9,5,0,0,66,60,167,411,290,299,236,39,5,0,1511
312021347,0,0,0,0,3,0,0,0,0,10,0,0,3,0,4,0,0,0,0,11,4,24,49,55,72,54,13,0,0,267
312021348,26,27,52,73,71,34,5,0,0,296,12,11,25,32,49,26,17,5,5,174,358,409,914,1175,1317,843,181,25,4,5233
312021349,13,19,33,23,22,16,3,0,0,121,9,17,24,15,24,11,3,0,0,104,144,264,572,479,533,425,86,4,0,2511
312021350,3,22,33,23,18,19,3,0,0,123,8,11,30,22,25,10,7,0,0,110,153,300,621,487,528,355,60,12,0,2517
312021351,15,17,50,48,26,14,0,0,0,162,16,10,39,19,29,26,10,4,0,156,212,263,817,827,824,536,152,37,3,3670
312021352,13,30,48,35,32,30,7,0,0,198,10,19,38,41,59,56,8,3,0,233,272,351,838,1084,1158,938,195,24,3,4861
312021353,23,18,24,29,39,31,3,0,0,158,10,18,17,31,48,29,15,6,0,171,229,199,390,766,1097,743,180,47,5,3661
312021354,12,10,31,24,24,19,3,0,0,117,0,10,18,21,15,13,3,0,0,89,184,193,516,645,701,370,61,10,0,2672
312021355,9,9,16,14,22,7,5,0,0,66,0,10,17,8,21,16,0,0,0,71,99,94,248,288,391,287,48,8,0,1467
312021356,7,17,38,33,27,23,7,0,0,146,6,15,30,32,45,22,5,3,4,169,165,274,746,607,698,479,84,6,3,3059
312021357,25,36,56,58,44,29,6,0,0,254,8,12,33,34,52,38,14,5,0,190,251,352,741,846,997,748,156,34,4,4127
312021358,11,15,34,29,22,23,3,0,0,139,8,13,17,21,20,12,5,4,0,95,147,216,617,529,612,467,100,13,0,2694
312031359,16,21,66,62,49,21,11,0,0,244,19,34,78,77,58,38,18,0,0,314,279,792,1892,1488,1185,795,201,23,0,6653
312031360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312031361,11,10,31,34,41,28,11,0,0,161,5,9,19,32,34,39,11,5,0,162,238,204,570,785,921,771,196,34,4,3726
313011362,13,23,44,38,51,38,8,0,0,202,18,24,34,69,57,46,16,7,0,271,333,367,809,1085,1292,1081,242,24,4,5234
313011363,18,24,33,38,51,43,14,3,0,209,15,18,33,49,71,61,29,16,3,292,325,359,603,935,1390,1255,337,43,3,5262
313021364,10,10,20,19,25,12,0,0,0,106,6,16,3,16,40,21,5,0,0,106,169,199,291,431,600,308,37,3,0,2036
313021365,26,53,120,85,72,52,13,0,0,423,31,72,128,100,71,45,20,3,0,471,691,1162,2549,2085,1969,1284,232,11,4,9991
313021366,12,35,93,60,56,43,6,3,0,306,27,42,119,66,81,39,9,9,0,384,493,897,2036,1537,1417,966,173,21,3,7530
313021367,10,13,12,24,33,11,0,0,0,101,4,13,10,19,31,10,4,0,0,90,179,160,285,453,524,257,59,3,0,1921
313021368,7,26,56,37,32,26,3,0,0,182,13,30,35,46,53,13,0,0,0,184,248,478,900,709,750,467,67,0,0,3613
313021369,4,13,12,15,18,10,3,0,0,74,0,11,15,18,32,14,5,0,0,100,146,164,317,400,494,302,80,7,0,1907
313031370,3,9,14,14,16,14,3,0,0,71,4,8,15,27,23,17,5,3,0,112,110,142,395,454,508,405,148,23,3,2200
313031371,6,14,16,32,26,9,0,0,0,114,8,11,26,23,31,42,10,7,0,158,162,247,483,620,736,530,139,22,3,2935
313041372,20,37,65,57,61,38,8,0,0,287,18,33,55,65,61,55,18,0,0,304,511,714,1146,1454,1540,1022,139,4,0,6544
313041373,22,34,84,78,74,48,7,0,0,347,28,49,78,122,114,75,25,3,3,498,547,852,1539,1827,1919,1308,233,20,3,8256
313041374,9,16,11,13,33,23,3,0,0,109,9,9,14,16,36,21,9,0,0,118,242,229,302,437,711,468,89,3,0,2468
313041375,24,31,70,102,110,39,11,0,0,394,31,30,90,104,100,40,18,3,0,406,769,798,1754,2487,2193,1003,166,16,0,9183
313041376,5,4,20,12,20,10,3,0,0,72,9,6,3,5,17,9,8,0,0,64,144,129,214,292,417,239,72,4,0,1514
313051377,11,26,36,34,30,19,5,0,0,169,7,11,31,43,43,33,3,0,0,178,218,252,680,819,896,623,130,3,0,3620
313051378,12,21,34,42,51,35,10,0,0,202,13,18,35,47,72,40,17,0,0,243,244,365,796,1095,1290,943,203,10,0,4942
313051379,4,21,36,28,41,28,8,3,0,174,8,16,33,43,45,34,9,5,0,198,216,313,658,808,974,774,177,27,3,3949
313051380,15,23,73,65,48,43,17,0,0,293,24,34,63,66,73,49,11,3,3,337,543,634,1299,1462,1474,1042,235,19,3,6715
313051542,12,19,31,35,46,52,18,3,0,210,20,21,26,50,59,52,26,7,0,257,338,407,693,1046,1504,1077,325,27,0,5409
314011382,25,29,61,72,79,64,14,0,0,354,5,23,38,54,81,52,9,3,3,266,611,751,1229,1771,2222,1367,260,14,4,8231
314011383,19,56,97,102,95,42,12,3,0,436,16,52,88,97,99,53,9,3,0,425,720,1016,2205,2459,2317,1273,196,20,0,10212
314011384,9,13,23,44,45,27,7,0,0,174,6,5,20,55,61,34,16,0,0,193,232,279,512,1020,1149,735,174,15,3,4120
314011385,7,20,23,41,49,28,4,0,0,173,11,17,19,35,48,26,0,0,0,162,308,388,573,1144,1219,581,107,0,0,4323
314011386,19,39,107,102,98,63,15,3,0,447,24,35,72,97,94,59,28,3,0,407,720,1001,2426,3258,2828,1624,405,27,5,12281
314011387,15,21,16,41,89,38,20,3,0,237,7,12,18,50,70,51,12,0,0,231,420,423,517,1347,1747,1117,239,23,3,5845
314021388,20,86,170,113,87,55,7,0,0,537,30,73,117,99,111,77,16,3,0,529,603,1279,2875,2437,2095,1395,248,14,0,10967
314021389,12,44,111,77,60,38,4,0,0,348,16,43,93,81,52,37,5,0,0,340,472,1017,2443,2013,1617,960,205,11,5,8735
314021390,27,57,156,134,99,37,10,0,0,530,35,54,126,143,104,48,13,3,0,536,935,1327,3532,4202,3048,1193,240,18,3,14498
314031391,13,18,75,64,33,29,8,0,0,243,20,26,54,53,52,19,6,0,0,225,280,443,1170,1134,929,662,121,3,0,4745
314031392,9,17,27,24,27,20,3,0,0,119,13,12,33,32,29,13,6,0,0,140,155,268,645,634,602,377,67,3,0,2745
314031393,11,17,47,36,48,43,5,0,0,207,9,12,29,47,47,19,0,0,0,165,265,352,834,1087,973,705,103,3,0,4324
314031394,12,38,64,54,44,39,13,0,0,272,16,30,83,68,45,39,9,0,0,296,304,605,1341,1281,1094,827,182,14,0,5649
315011395,0,4,10,10,7,3,0,0,0,34,0,0,3,3,0,6,0,0,0,10,11,21,54,52,49,33,4,0,0,231
315011396,13,31,34,45,27,22,10,0,0,179,4,13,23,30,24,18,10,0,0,127,109,231,496,509,521,441,115,15,3,2441
315011397,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,13,24,35,85,72,121,87,29,8,0,476
315011398,3,0,5,7,14,5,0,0,0,40,0,3,3,0,4,0,0,0,0,12,20,43,89,104,110,58,11,0,0,437
315011399,14,17,22,16,6,9,0,0,0,75,3,3,9,3,4,7,0,0,0,20,59,88,200,171,157,111,13,0,0,804
315011400,4,5,12,12,8,5,3,0,0,51,8,8,15,26,25,18,8,3,0,110,108,112,265,396,589,462,139,39,3,2114
315011401,5,7,10,9,3,11,3,0,0,48,3,10,15,19,9,12,0,0,0,67,52,116,353,322,262,217,44,7,0,1379
315011402,3,16,28,31,21,14,3,0,0,121,3,7,12,10,4,0,0,0,0,33,25,99,242,236,208,137,14,0,0,974
315011403,3,4,16,7,10,3,0,0,0,47,4,18,10,10,9,6,0,0,0,58,94,157,579,546,504,237,31,3,0,2152
315021404,10,12,24,22,17,12,0,0,0,103,7,3,17,15,17,10,5,0,0,73,75,148,335,337,314,259,71,5,0,1550
315021405,34,44,100,66,48,34,14,0,0,348,21,36,60,71,57,59,10,0,0,311,489,932,2495,1906,1814,1031,245,25,0,8941
315021406,4,3,11,11,5,9,0,0,0,47,0,3,13,12,11,14,3,0,0,57,84,152,437,316,335,272,71,14,0,1684
315021407,0,4,15,3,4,10,0,0,0,35,3,9,11,3,8,13,11,0,0,61,74,162,342,281,354,322,139,34,5,1715
315031408,3,12,11,6,8,7,7,0,0,53,5,4,20,18,9,15,12,5,0,90,100,183,419,448,530,486,176,46,0,2383
315031409,3,3,14,9,12,11,5,0,0,60,7,12,17,19,9,13,10,0,0,94,112,187,403,391,435,398,99,16,0,2046
315031410,0,0,7,3,3,4,0,0,0,19,3,0,3,8,6,3,3,0,0,31,69,104,221,170,242,232,70,10,3,1116
315031411,0,8,9,0,4,3,5,0,0,33,3,4,10,9,12,21,10,6,0,61,46,107,276,226,306,306,102,17,3,1391
315031412,14,15,13,9,9,19,3,0,0,84,14,4,14,15,13,21,9,3,0,87,149,168,344,338,411,385,109,25,3,1938
