SAL_CODE_2021,P_AdvDi_Di_AdvDi_AsDe_Mng,P_AdvDi_Di_AdvDi_AsDe_Pro,P_AdvDi_Di_AdvDi_AsDe_TTW,P_AdvDi_Di_AdvDi_AsDe_CPS,P_AdvDi_Di_AdvDi_AsDe_CA,P_AdvDi_Di_AdvDi_AsDe_Sal,P_AdvDi_Di_AdvDi_AsDe_MOD,P_AdvDi_Di_AdvDi_AsDe_Lab,P_AdvDi_Di_AdvDi_AsDe_IDNS,P_AdvDi_Di_AdvDi_AsDe_Tot,P_AdvDi_Di_Dip_Mng,P_AdvDi_Di_Dip_Pro,P_AdvDi_Di_Dip_TTW,P_AdvDi_Di_Dip_CPS,P_AdvDi_Di_Dip_CA,P_AdvDi_Di_Dip_Sal,P_AdvDi_Di_Dip_MOD,P_AdvDi_Di_Dip_Lab,P_AdvDi_Di_Dip_IDNS,P_AdvDi_Di_Dip_Tot,P_Cert_CertIII_IV_Mng,P_Cert_CertIII_IV_Pro,P_Cert_CertIII_IV_TTW,P_Cert_CertIII_IV_CPS,P_Cert_CertIII_IV_CA,P_Cert_CertIII_IV_Sal,P_Cert_CertIII_IV_MOD,P_Cert_CertIII_IV_Lab,P_Cert_CertIII_IV_IDNS,P_Cert_CertIII_IV_Tot,P_Cert_CertI_II_Mng,P_Cert_CertI_II_Pro,P_Cert_CertI_II_TTW,P_Cert_CertI_II_CPS,P_Cert_CertI_II_CA,P_Cert_CertI_II_Sal,P_Cert_CertI_II_MOD,P_Cert_CertI_II_Lab,P_Cert_CertI_II_IDNS,P_Cert_CertI_II_Tot,P_Cert_Cert_nfd_Mng,P_Cert_Cert_nfd_Pro,P_Cert_Cert_nfd_TTW,P_Cert_Cert_nfd_CPS,P_Cert_Cert_nfd_CA,P_Cert_Cert_nfd_Sal,P_Cert_Cert_nfd_MOD,P_Cert_Cert_nfd_Lab,P_Cert_Cert_nfd_IDNS,P_Cert_Cert_nfd_Tot,P_LE_ID_Mng,P_LE_ID_Pro,P_LE_ID_TTW,P_LE_ID_CPS,P_LE_ID_CA,P_LE_ID_Sal,P_LE_ID_MOD,P_LE_ID_Lab,P_LE_ID_IDNS,P_LE_ID_Tot,P_LE_NS_Mng,P_LE_NS_Pro,P_LE_NS_TTW,P_LE_NS_CPS,P_LE_NS_CA,P_LE_NS_Sal,P_LE_NS_MOD,P_LE_NS_Lab,P_LE_NS_IDNS,P_LE_NS_Tot,P_Tot_Mng,P_Tot_Pro,P_Tot_TTW,P_Tot_CPS,P_Tot_CA,P_Tot_Sal,P_Tot_MOD,P_Tot_Lab,P_Tot_IDNS,P_Tot_Tot
SAL13240,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,8,0,0,3,0,0,0,6,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,3,3,0,4,0,3,0,37
SAL13241,4,3,0,4,0,0,0,0,0,15,10,9,0,0,3,0,0,0,0,17,15,0,19,5,7,4,4,0,0,56,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,12,60,72,31,22,33,9,4,3,0,236
SAL13242,17,27,22,23,29,12,17,20,0,168,37,42,31,66,61,21,39,23,0,325,48,34,192,117,91,26,111,57,4,680,7,3,3,9,13,9,13,8,0,62,6,6,4,19,23,13,24,16,0,107,6,9,9,0,3,0,3,3,0,33,5,3,11,11,14,3,9,6,12,77,269,784,378,380,486,148,301,213,32,3004
SAL13243,14,26,5,17,28,7,3,0,3,106,26,17,12,23,20,9,7,4,0,127,42,30,128,52,46,24,25,27,5,370,5,10,3,0,3,0,4,0,0,24,11,6,0,8,8,0,0,5,0,39,4,4,0,0,5,0,0,4,0,20,0,0,9,0,4,0,0,0,4,21,195,440,172,136,154,66,40,44,15,1273
SAL13244,8,15,6,6,3,6,0,0,0,52,8,13,4,13,23,11,0,6,0,80,20,11,33,26,20,11,6,13,0,147,0,0,0,0,7,3,0,3,0,13,3,0,0,0,7,4,3,0,0,24,4,0,0,0,0,0,0,4,0,8,5,0,0,0,0,0,0,0,4,12,112,269,53,82,106,45,19,38,9,729
SAL13245,11,6,0,0,6,4,0,0,6,30,12,7,3,3,5,0,0,0,0,24,6,0,5,4,0,6,0,0,0,27,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,9,4,3,0,0,0,0,0,0,0,7,3,7,0,0,0,0,0,0,10,16,166,236,11,16,36,34,0,6,25,533
SAL13246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL13248,19,13,0,0,7,0,0,3,0,44,21,8,4,6,4,0,0,0,0,46,32,7,29,6,14,4,8,6,0,103,3,0,0,0,4,0,0,0,0,6,6,0,3,4,0,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,155,115,40,21,46,15,15,16,0,427
SAL13249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,4,4,0,3,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,4,0,0,0,4,0,0,29
SAL13250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,8
SAL13251,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,6,0,4,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,9,3,0,0,3,3,30
SAL13252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,11,5,0,8,0,0,0,0,4,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,10,3,6,0,0,6,0,35
SAL13253,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,0,0,0,0,0,0,18
SAL13254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,0,14,0,0,0,8,7,0,37,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,25,0,13,0,0,0,7,8,0,62
SAL13255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13256,9,12,0,5,5,3,0,0,0,37,6,11,5,4,8,4,3,0,0,36,21,12,36,7,6,7,0,4,0,92,0,0,3,0,6,0,0,0,0,6,8,0,0,0,10,0,0,0,0,18,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,94,179,58,24,63,21,4,5,4,450
SAL13257,8,13,10,12,4,3,4,3,4,71,16,28,21,45,34,10,5,10,0,166,36,33,187,73,71,25,54,65,13,556,0,0,0,8,13,4,0,7,0,39,7,5,5,7,11,4,0,7,0,45,0,4,0,0,0,0,0,0,0,6,4,6,0,6,3,5,7,4,4,34,153,369,238,192,186,66,77,117,20,1424
SAL13258,124,234,94,132,166,45,12,25,16,859,209,237,132,388,277,113,20,83,15,1477,537,278,1545,998,625,395,218,410,77,5077,27,22,24,56,65,55,18,53,0,326,53,38,33,92,113,44,18,51,3,446,11,27,18,22,21,8,0,8,0,123,38,45,25,53,41,29,23,25,47,326,1732,4456,2043,2161,1732,808,339,748,199,14219
SAL13259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,3,0,0,0,0,7,0,23
SAL13262,0,3,3,7,0,0,3,0,0,18,6,5,3,15,13,5,6,0,5,57,24,17,104,58,42,13,45,32,0,338,0,0,4,0,3,3,0,0,0,15,3,0,0,5,5,0,4,0,0,22,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,3,0,8,5,14,47,85,130,99,75,28,63,50,12,582
SAL13263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,6,6,0,0,5,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,4,8,10,0,0,10,0,44
SAL13264,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,9,4,3,3,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,9,23,28,10,11,5,4,0,5,0,84
SAL13265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,15,10,4,3,0,0,3,0,39
SAL13266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,5,0,0,3,0,4,26
SAL13267,4,0,6,3,3,0,0,0,0,19,0,8,3,9,10,0,0,6,0,35,6,0,22,8,3,4,0,6,0,58,0,0,0,0,7,0,0,0,0,6,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,7,76,209,46,39,66,29,17,18,10,500
SAL13268,32,47,24,20,20,17,3,8,4,181,56,57,27,42,44,25,0,9,5,268,62,31,111,61,35,30,4,16,10,350,4,3,4,3,4,0,0,0,0,19,9,12,4,9,14,9,0,8,0,74,3,13,4,4,7,3,4,5,0,38,10,12,0,5,6,4,0,6,8,51,862,1797,240,248,383,220,38,93,71,3962
SAL13269,15,41,15,28,14,0,0,5,0,119,35,47,28,79,45,8,5,11,0,256,91,35,306,105,84,42,31,69,14,776,6,4,3,10,7,5,0,4,0,29,8,4,12,10,14,5,0,3,0,54,3,5,0,0,3,0,0,5,0,17,0,7,6,8,6,0,0,4,5,39,298,673,391,315,242,86,41,118,34,2197
SAL13270,6,13,3,5,12,3,3,4,0,46,11,9,9,13,26,3,3,7,0,89,23,9,52,22,26,11,14,20,4,181,5,0,4,0,3,3,0,0,0,7,6,3,3,10,6,3,0,0,0,33,0,0,0,0,0,0,0,0,0,7,0,3,3,3,9,3,4,0,0,24,90,208,94,77,110,45,24,38,15,698
SAL13271,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,3,0,0,0,0,15
SAL13272,50,76,48,31,81,25,28,18,8,354,88,77,52,100,108,44,37,9,10,527,93,51,310,143,141,70,131,87,14,1036,11,6,4,15,26,5,11,8,0,84,11,16,10,23,55,15,16,9,7,160,3,9,6,3,16,4,9,4,0,60,9,13,7,15,23,5,16,14,17,118,515,1349,539,464,732,245,324,188,73,4432
SAL13273,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,4,10,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,42,8,12,9,4,0,0,0,98
SAL13274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13275,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0,0,0,0,0,0,22
SAL13276,4,3,5,9,7,0,6,0,0,24,11,9,3,8,11,0,0,0,0,48,18,13,62,21,23,7,20,21,0,194,0,0,0,0,3,0,0,0,0,6,0,0,4,6,0,0,0,0,0,20,0,4,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,3,0,15,48,110,90,50,69,20,26,38,3,451
SAL13277,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,5,3,4,9,0,0,0,0,4,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,17,9,9,3,0,0,5,0,60
SAL13278,13,13,9,18,22,14,14,0,3,114,36,30,20,37,38,13,17,11,4,197,38,24,166,48,50,10,44,38,13,428,3,3,0,0,8,0,0,3,0,18,9,3,7,6,18,4,4,4,0,48,0,0,0,3,4,9,0,7,3,17,11,4,6,4,8,0,8,4,0,51,219,472,252,182,270,80,123,83,39,1710
SAL13279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SAL13280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,12
SAL13281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,6,0,3,0,0,23
SAL13282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,7,0,0,0,0,0,0,0,17
SAL13284,3,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,15,0,0,0,4,0,0,5,0,26
SAL13285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,11,7,0,0,6,3,0,29,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9,12,14,5,4,0,6,0,67
SAL13286,30,42,30,47,55,21,28,21,10,278,52,46,60,114,89,41,48,42,12,493,80,47,274,123,103,53,69,71,16,833,4,0,0,14,11,8,8,5,0,61,6,8,5,30,32,9,22,17,3,136,3,8,0,4,3,5,8,3,0,52,10,18,13,26,24,15,20,8,26,147,402,1066,480,535,612,312,331,259,117,4120
SAL13287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4
SAL13288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL13289,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,11,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,7,0,0,0,0,0,0,0,35
SAL13290,38,31,3,7,31,15,0,0,0,136,28,22,8,11,25,11,3,3,0,107,40,17,83,20,24,22,10,15,0,236,0,3,5,4,9,3,0,0,0,25,5,4,6,3,16,7,0,0,0,45,0,0,3,0,3,0,4,3,0,16,0,12,0,4,3,0,0,0,0,24,400,673,128,80,222,103,23,33,11,1677
SAL13291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,7,0,0,0,4,7,4,24,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,14,5,9,4,0,6,8,6,63
SAL13292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,9,0,0,0,4,0,0,23
SAL13293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,9
SAL13294,58,54,17,19,36,16,0,0,5,205,38,50,16,15,37,18,8,9,6,206,41,23,59,30,23,13,11,6,6,210,0,7,0,0,6,5,5,0,0,21,12,9,11,11,19,0,4,8,3,67,19,15,0,0,0,4,0,0,0,49,13,25,0,0,5,4,0,0,16,57,1242,2377,198,180,525,231,30,51,90,4930
SAL13295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,18
SAL13296,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,4,0,8,4,6,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,10,9,3,4,0,0,3,0,47
SAL13297,79,71,29,38,45,20,5,10,10,298,103,89,65,62,49,41,15,29,8,452,97,49,110,64,59,35,21,39,9,489,8,0,3,6,7,8,0,5,0,43,16,8,10,18,17,13,0,6,0,83,13,24,10,3,7,6,8,3,7,79,14,19,8,9,12,6,3,7,21,103,1382,2525,400,459,617,317,106,216,121,6148
SAL13298,3,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,10,4,3,4,3,0,6,9,0,31,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,20,7,8,10,0,4,14,0,80
SAL13299,71,91,69,61,118,23,50,28,8,515,142,173,89,209,194,82,85,61,24,1059,254,127,663,268,294,135,185,177,45,2150,14,10,14,19,42,20,14,12,4,152,28,28,19,32,73,22,21,17,5,245,12,38,7,16,21,10,19,16,3,131,19,29,17,22,25,26,18,10,34,203,1308,3238,1170,1068,1528,573,591,479,205,10162
SAL13300,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,5,0,0,0,6,0,0,3,0,24
SAL13301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,12
SAL13302,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,6,0,0,0,0,3,0,23
SAL13303,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,3,5,0,0,0,0,27
SAL13304,23,21,11,16,25,8,0,3,0,107,51,36,41,45,59,15,11,9,5,269,56,57,203,80,99,36,43,57,14,645,5,0,5,5,5,4,4,6,0,42,5,5,0,14,10,3,4,5,0,43,0,5,9,3,4,0,0,0,3,24,5,6,0,3,9,9,6,7,4,39,365,658,323,276,386,137,99,148,55,2456
SAL13305,16,15,16,11,17,3,3,11,0,79,34,42,18,48,53,5,10,7,7,210,54,38,153,82,79,20,30,48,10,514,0,0,8,4,5,8,0,7,0,39,0,6,0,14,4,3,0,5,0,41,4,3,0,5,0,4,0,0,0,13,5,5,4,6,11,0,5,3,9,38,236,454,240,250,267,95,72,100,37,1760
SAL13306,9,6,5,8,11,3,0,0,0,46,28,31,14,16,32,9,0,4,3,137,41,22,149,55,68,22,30,26,14,421,3,4,3,0,3,3,0,10,0,25,6,3,0,0,9,0,0,4,0,23,0,3,0,4,4,4,0,0,0,9,0,0,0,3,7,4,4,0,8,29,179,287,186,115,187,54,40,52,33,1130
SAL13307,16,19,7,3,5,8,0,5,3,64,16,21,5,10,4,9,0,0,0,58,24,8,37,7,11,5,0,6,0,94,0,0,0,0,0,0,0,0,0,7,4,6,0,6,3,0,0,0,0,19,3,5,0,0,0,0,0,0,0,12,5,3,0,0,0,0,0,0,3,14,343,671,60,56,109,73,9,12,21,1351
SAL13308,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,11,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,3,0,24
SAL13309,23,26,10,10,17,8,9,7,0,98,24,33,13,25,18,10,0,3,0,136,32,16,88,19,12,10,0,3,3,189,0,0,0,0,0,0,0,0,0,7,10,14,0,0,3,0,0,4,0,41,4,6,6,7,4,0,0,0,0,26,4,4,3,5,3,3,3,0,4,28,459,780,165,117,162,91,22,24,26,1848
SAL13310,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,9,5,0,12,5,0,5,3,6,0,38,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,14,15,14,10,7,6,9,0,83
SAL13311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL13312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6
SAL13313,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,4,0,4,4,4,0,4,4,0,29,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,12,14,7,9,10,7,11,9,0,68
SAL13314,7,16,0,8,5,0,4,3,0,46,11,14,5,27,12,0,0,0,0,69,37,18,105,59,38,19,82,40,0,398,0,0,3,5,12,9,0,9,0,28,0,4,0,5,0,0,3,9,0,36,0,0,0,0,0,0,0,0,0,8,7,0,3,5,8,4,6,4,0,31,96,182,126,124,86,46,97,68,10,827
SAL13315,4,3,0,0,0,0,0,0,0,9,0,5,5,3,8,0,0,0,0,14,10,7,31,7,11,5,15,8,0,99,0,4,0,0,0,0,0,0,0,6,5,0,3,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,30,55,45,19,23,10,13,14,4,215
