SSC_CODE_2016,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,Non_sch_quals_PostGrad_Dgre_M,Non_sch_quals_PostGrad_Dgre_F,Non_sch_quals_PostGrad_Dgre_P,Non_sch_quals_Gr_Dip_Gr_Crt_M,Non_sch_quals_Gr_Dip_Gr_Crt_F,Non_sch_quals_Gr_Dip_Gr_Crt_P,Non_sch_quals_Bchelr_Degree_M,Non_sch_quals_Bchelr_Degree_F,Non_sch_quals_Bchelr_Degree_P,Non_sch_quls_Advncd_Dip_Dip_M,Non_sch_quls_Advncd_Dip_Dip_F,Non_sch_quls_Advncd_Dip_Dip_P,Non_sch_quls_Cert3a4_Level_M,Non_sch_quls_Cert3a4_Level_F,Non_sch_quls_Cert3a4_Level_P,Non_sch_quls_Cert1a2_Level_M,Non_sch_quls_Cert1a2_Level_F,Non_sch_quls_Cert1a2_Level_P,Non_sch_quls_Certnfd_Level_M,Non_sch_quls_Certnfd_Level_F,Non_sch_quls_Certnfd_Level_P,Non_sch_quls_CertTot_Level_M,Non_sch_quls_CertTot_Level_F,Non_sch_quls_CertTot_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
SSC13294,1128,1277,2410,590,392,986,148,333,480,19,48,67,35,38,69,791,804,1596,246,367,617,4.4,4.7,4.3,70.1,63,66.2,67.1,60.5,63.6,157,160,320,23,35,65,354,410,759,77,131,205,106,42,149,0,5,7,10,25,31,119,73,188,1096,1200,2299,202,224,424,685,768,1458,545,592,1137
SSC13295,14,10,21,5,4,6,3,0,3,0,0,0,0,0,0,10,8,14,4,10,14,0,0,0,71.4,80,66.7,57.1,40,42.9,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,0,0,0,0,0,0,3,4,10,16,13,30,0,0,0,6,8,22,3,3,9
SSC13296,1437,1489,2930,886,654,1541,161,357,521,39,46,87,14,42,54,1103,1102,2207,224,284,510,1.3,3.8,2.4,76.8,74,75.3,75.6,71,73.3,157,149,301,30,53,82,431,488,922,140,176,320,220,88,302,0,5,12,31,29,62,249,120,367,1165,1178,2345,317,330,648,599,622,1222,832,873,1706
SSC13297,110,89,203,44,25,68,7,23,33,4,4,5,3,0,3,65,45,110,36,37,79,4.6,0,2.7,59.1,50.6,54.2,50,58.4,52.2,0,3,3,0,0,3,4,11,18,6,15,20,34,12,46,0,0,3,7,0,4,39,18,58,117,93,214,12,12,21,74,62,134,49,41,94
SSC13298,7,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,42.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,9,0,0,0,0,3,6,4,0,4
SSC13299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13300,72,73,142,33,21,54,8,21,32,3,3,6,4,0,4,53,47,98,13,18,32,7.5,0,4.1,73.6,64.4,69,61.1,61.6,64.8,0,0,0,0,0,0,8,9,17,3,5,14,25,11,30,0,0,0,3,4,9,23,16,41,75,65,140,4,10,15,49,49,104,20,27,44
SSC13301,1329,1456,2785,554,301,851,120,303,421,36,47,77,54,55,110,766,701,1468,483,637,1120,7,7.8,7.5,57.6,48.1,52.7,53.4,44.7,48.4,10,17,27,3,18,19,61,127,190,57,118,177,348,168,515,19,34,52,18,49,60,380,248,632,1300,1378,2682,228,222,457,906,940,1851,534,572,1107
SSC13302,205,232,433,97,61,153,32,64,101,11,6,18,6,9,14,145,138,281,47,66,109,4.1,6.5,5,70.7,59.5,64.9,68.3,56.5,62.8,4,8,12,0,3,5,18,30,44,15,21,42,61,32,94,0,7,7,3,12,14,65,45,116,206,222,426,18,14,36,162,170,327,57,56,113
SSC13303,2296,2416,4711,1303,816,2114,243,557,801,77,85,163,94,83,177,1720,1534,3256,491,792,1284,5.5,5.4,5.4,74.9,63.5,69.1,70.7,60.3,65.3,49,65,110,20,24,43,159,267,424,179,262,438,665,331,998,20,40,61,42,97,134,721,471,1191,2383,2528,4908,291,305,601,1831,1879,3707,755,816,1570
SSC13304,455,460,908,234,116,345,56,124,178,16,19,32,18,21,43,319,279,600,114,161,281,5.6,7.5,7.2,70.1,60.7,66.1,67.3,56.3,61.1,3,3,9,0,7,11,15,47,57,26,53,78,186,69,256,4,13,20,11,24,35,198,111,309,507,477,987,69,66,136,352,330,683,184,188,376
SSC13305,287,288,576,100,46,144,42,74,113,5,16,21,16,14,27,162,145,306,111,136,246,9.9,9.7,8.8,56.4,50.3,53.1,51.2,47.2,48.3,9,4,11,3,8,12,12,43,53,18,32,49,104,36,143,0,3,3,10,13,22,116,49,172,286,265,554,40,43,82,199,183,382,123,119,243
SSC13306,38,37,77,17,4,19,10,11,16,0,0,3,3,0,3,23,16,46,10,13,22,13,0,6.5,60.5,43.2,59.7,71.1,40.5,49.4,0,0,0,0,0,0,0,3,4,0,0,6,11,4,13,0,4,4,0,0,0,13,5,18,38,32,64,3,8,6,32,26,55,14,11,22
SSC13307,286,279,562,98,46,146,44,68,114,10,13,21,7,12,15,155,135,295,118,119,241,4.5,8.9,5.1,54.2,48.4,52.5,53.1,45.5,50,6,12,14,0,3,5,32,47,74,21,24,44,91,38,125,8,9,13,5,12,16,96,57,154,271,243,515,51,46,97,181,167,351,133,117,246
SSC13308,86,79,168,12,10,27,12,13,28,3,4,8,4,5,7,30,38,70,42,34,75,13.3,13.2,10,34.9,48.1,41.7,31.4,34.2,37.5,0,0,0,0,0,0,0,6,7,9,13,15,26,11,39,0,0,0,0,6,10,25,13,42,72,72,151,12,13,23,60,55,110,24,26,54
SSC13309,438,483,914,197,158,361,53,96,153,15,17,31,12,12,21,283,286,565,128,187,317,4.2,4.2,3.7,64.6,59.2,61.8,60.5,56.1,59.6,24,25,45,3,10,12,54,75,137,39,60,95,101,37,136,0,14,14,11,23,33,111,70,178,434,456,888,57,83,140,299,312,612,165,206,375
SSC13310,641,771,1416,304,195,497,72,116,191,19,31,51,15,18,30,411,359,769,174,336,505,3.6,5,3.9,64.1,46.6,54.3,61.6,44.4,52.2,27,32,58,10,6,15,76,105,181,60,86,150,134,61,197,3,7,8,19,36,54,150,102,255,548,657,1204,114,124,233,347,405,751,288,356,645
SSC13311,89,73,159,46,17,62,4,23,33,3,3,4,0,0,0,63,41,101,19,27,44,0,0,0,70.8,56.2,63.5,59.6,58.9,62.3,0,0,0,0,0,0,6,4,10,4,8,9,19,11,32,0,3,0,0,0,3,19,16,37,96,74,163,11,17,25,79,63,145,18,17,35
SSC13312,12011,13413,25427,6301,5317,11616,1465,2783,4253,253,435,692,347,320,669,8369,8860,17226,2470,3474,5948,4.1,3.6,3.9,69.7,66.1,67.7,66.8,63.6,65.1,1494,1682,3175,271,462,729,3242,4250,7489,887,1343,2233,1532,599,2132,43,86,131,164,246,415,1744,938,2685,9813,10892,20706,2696,3090,5784,5519,6138,11655,6584,7396,13984
SSC13313,19,15,36,13,7,24,0,3,3,0,0,3,0,0,0,19,16,32,0,5,5,0,0,0,100,106.7,88.9,68.4,66.7,83.3,0,0,0,0,0,0,3,3,3,0,3,3,3,3,3,0,0,0,0,3,3,3,3,9,20,16,31,0,0,0,17,17,31,3,5,5
SSC13314,9,6,19,7,4,16,0,3,3,0,0,0,0,0,0,7,6,16,3,4,3,0,0,0,77.8,100,84.2,77.8,116.7,100,0,0,0,0,0,0,0,3,3,3,0,4,0,0,4,0,0,0,0,0,0,4,0,3,11,9,26,0,0,0,10,4,15,3,3,5
SSC13315,977,1020,1995,440,262,701,109,285,391,28,40,69,31,22,57,605,610,1212,336,383,718,5.1,3.6,4.7,61.9,59.8,60.8,59.1,57.5,58.2,60,57,115,18,34,59,165,206,365,103,133,231,256,109,365,14,14,31,23,41,67,295,167,455,986,1054,2039,130,131,258,755,810,1567,336,326,663
SSC13316,73,67,137,50,16,61,6,15,29,3,6,7,0,0,3,61,39,96,11,22,36,0,0,3.1,83.6,58.2,70.1,80.8,55.2,70.8,0,0,3,0,0,0,4,10,15,6,5,10,13,3,22,0,0,0,0,3,5,13,12,21,83,64,148,4,6,15,66,53,119,24,17,40
SSC13317,19,19,45,13,6,19,0,6,8,3,3,3,0,0,0,17,13,30,3,3,5,0,0,0,89.5,68.4,66.7,84.2,78.9,66.7,0,0,0,0,0,0,0,0,0,0,0,0,8,4,12,0,0,0,0,0,3,6,5,13,29,22,49,0,0,0,19,17,37,10,4,16
SSC13318,78,60,132,16,6,17,4,7,16,0,0,0,9,4,8,26,15,44,38,37,77,34.6,26.7,18.2,33.3,25,33.3,25.6,21.7,25,0,0,0,0,0,0,0,4,7,0,3,3,12,11,18,0,0,3,0,0,0,13,12,27,67,66,128,17,11,27,46,42,96,27,18,45
SSC13319,783,812,1595,317,161,476,90,210,298,16,26,42,27,21,50,449,416,866,305,371,678,6,5,5.8,57.3,51.2,54.3,54,48.9,51.2,21,16,41,10,20,25,62,106,172,74,97,168,274,130,403,11,16,22,14,35,50,301,178,478,776,795,1571,98,118,218,562,565,1131,293,331,624
SSC13320,31,19,52,15,0,14,3,9,10,0,0,0,0,0,0,12,11,25,7,5,10,0,0,0,38.7,57.9,48.1,58.1,47.4,46.2,0,0,0,0,0,0,4,8,11,4,5,6,6,4,8,0,0,0,0,0,0,6,4,8,24,21,39,3,4,8,18,15,33,8,4,9
SSC13321,202,217,422,62,26,90,7,34,38,3,8,10,8,11,18,83,69,156,83,105,189,9.6,15.9,11.5,41.1,31.8,37,35.6,31.3,32.7,0,0,3,0,0,0,10,12,19,5,11,12,38,14,56,0,6,6,0,4,4,38,25,59,165,173,343,26,20,40,133,129,260,62,69,128
SSC13322,4,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,3,0,0,4
SSC13323,40,44,83,12,13,24,4,11,18,0,3,4,0,0,0,19,20,46,12,16,32,0,0,0,47.5,45.5,55.4,40,61.4,55.4,0,0,0,0,0,0,9,5,11,0,3,3,6,3,14,0,0,0,0,0,3,6,7,14,37,37,78,4,11,16,25,33,61,16,22,30
SSC13324,11,11,19,3,0,3,3,7,3,0,0,0,0,0,0,7,4,9,0,0,0,0,0,0,63.6,36.4,47.4,54.5,63.6,31.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,3,13,9,16,0,0,0,7,3,7,5,0,5
SSC13325,631,688,1315,350,169,520,65,219,282,12,21,31,22,22,53,450,440,883,150,223,375,4.9,5,6,71.3,64,67.1,67.7,59.4,63.3,20,21,44,8,12,17,57,97,159,75,88,161,216,101,318,4,18,23,11,27,38,236,141,372,661,683,1347,146,170,321,370,386,763,383,437,814
SSC13326,18,20,36,15,7,21,0,7,7,0,4,4,0,0,0,15,12,32,0,0,3,0,0,0,83.3,60,88.9,83.3,90,88.9,0,0,0,0,0,3,3,3,9,0,7,7,3,0,7,0,0,0,0,3,3,3,4,6,17,24,38,3,3,3,15,13,28,3,7,10
SSC13327,4817,5243,10063,1935,969,2906,550,1172,1724,109,146,252,281,251,535,2883,2545,5419,1564,2312,3868,9.7,9.9,9.9,59.9,48.5,53.9,53.9,43.6,48.5,48,51,94,21,38,62,177,345,519,245,416,661,1421,829,2246,69,122,190,63,138,205,1554,1093,2643,4779,4999,9779,802,892,1694,3171,3311,6481,2120,2314,4433
SSC13328,416,413,826,235,114,348,50,134,187,14,14,28,5,10,19,305,274,582,88,115,204,1.6,3.6,3.3,73.3,66.3,70.5,71.9,63.4,68.2,19,12,30,6,6,11,33,73,106,52,60,105,127,34,160,0,10,10,10,20,23,138,58,190,459,442,900,54,48,104,326,308,636,172,162,333
SSC13329,201,222,425,63,41,104,19,53,73,5,11,14,10,7,16,105,103,206,87,109,198,9.5,6.8,7.8,52.2,46.4,48.5,43.3,47.3,44.9,14,10,19,6,6,10,24,42,63,14,31,46,67,20,85,0,9,9,7,8,13,73,37,107,164,190,356,65,57,121,107,130,236,109,116,226
SSC13330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13331,7,4,18,3,0,3,0,0,0,0,0,0,0,0,0,3,3,6,4,0,7,0,0,0,42.9,75,33.3,42.9,0,16.7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,10,5,17,0,0,0,6,3,13,0,0,0
SSC13332,4,0,3,3,0,3,0,0,3,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,75,0,100,75,0,200,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,0,0,0,3,3,8,3,0,3
SSC13333,79,81,159,27,14,45,10,24,29,5,3,4,3,3,6,44,42,88,23,38,62,6.8,7.1,6.8,55.7,51.9,55.3,53.2,50.6,49.1,0,0,3,0,0,0,8,7,13,3,13,12,17,7,22,0,3,7,0,0,0,13,15,32,78,83,161,3,10,13,65,61,131,11,21,35
SSC13334,172,173,351,55,29,79,17,43,64,7,10,12,8,10,17,89,87,176,74,71,152,9,11.5,9.7,51.7,50.3,50.1,45.9,47.4,44.2,6,8,5,3,8,8,26,20,46,11,18,30,53,20,75,0,8,7,3,3,8,56,30,90,171,171,340,14,27,46,125,112,238,74,85,158
SSC13335,0,4,3,0,0,0,0,0,3,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,100,100,0,0,100,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0
SSC13336,147,160,307,60,37,94,22,35,59,3,5,10,4,5,12,91,88,171,55,75,126,4.4,5.7,7,61.9,55,55.7,57.8,48.1,53.1,3,3,6,5,10,7,11,23,29,4,13,18,55,29,83,0,8,10,3,10,10,57,42,101,168,176,342,10,10,19,114,120,233,57,57,113
SSC13337,92,101,190,53,28,82,5,29,38,3,0,6,4,0,4,72,64,127,15,34,54,5.6,0,3.1,78.3,63.4,66.8,66.3,56.4,66.3,0,0,4,0,0,4,6,15,17,5,8,15,30,17,50,3,0,3,0,9,12,38,24,64,95,94,187,10,13,23,78,80,159,22,23,48
SSC13338,23,19,43,5,3,6,6,10,9,0,0,0,0,0,0,9,13,19,14,8,20,0,0,0,39.1,68.4,44.2,47.8,68.4,34.9,0,0,0,0,0,3,0,3,3,0,3,4,3,0,5,0,0,0,0,0,0,3,3,4,22,17,44,0,0,0,19,15,31,4,8,12
SSC13339,6711,5593,12305,3203,2280,5477,834,891,1722,167,126,293,264,170,433,4462,3463,7925,1497,1502,2991,5.9,4.9,5.5,66.5,61.9,64.4,62.6,58.9,60.9,724,654,1376,158,183,341,1891,1750,3637,517,474,993,545,256,801,38,32,65,90,97,181,665,382,1046,4675,3745,8422,1510,1415,2918,2569,1947,4514,3546,3182,6726
SSC13340,1386,1479,2864,566,281,848,191,401,591,38,36,71,47,37,87,841,754,1591,471,624,1098,5.6,4.9,5.5,60.7,51,55.6,57.4,48.5,52.7,50,56,109,23,45,64,176,254,431,124,137,266,409,140,548,3,23,23,25,48,69,431,211,644,1386,1458,2839,207,222,426,1042,1083,2120,501,532,1036
SSC13341,18,13,31,13,4,17,4,4,10,0,0,0,0,0,0,12,9,24,0,3,9,0,0,0,66.7,69.2,77.4,94.4,61.5,87.1,0,0,0,0,0,0,0,3,3,0,0,0,5,3,7,0,0,0,0,0,0,8,3,12,18,7,28,3,3,7,8,5,18,10,11,17
SSC13342,76,74,149,32,14,46,10,21,25,0,3,6,3,3,5,44,36,84,18,30,51,6.8,8.3,6,57.9,48.6,56.4,55.3,51.4,51.7,0,0,0,0,0,0,3,7,10,3,8,15,27,8,35,0,3,0,0,3,3,32,10,43,72,66,138,3,9,13,55,54,107,19,12,34
SSC13343,29,38,65,13,3,19,0,12,16,0,0,0,0,0,0,15,20,37,7,15,23,0,0,0,51.7,52.6,56.9,44.8,39.5,53.8,0,0,0,0,3,3,3,5,8,5,4,10,5,6,10,0,3,3,0,0,0,6,6,16,29,28,54,5,9,10,13,25,46,15,10,19
SSC13344,16,17,31,5,5,12,0,3,3,3,0,5,0,0,0,10,10,18,10,9,19,0,0,0,62.5,58.8,58.1,50,47.1,64.5,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,4,3,3,4,17,23,40,0,0,0,16,21,33,3,0,3
SSC13345,1994,1962,3955,748,453,1206,314,335,654,53,33,83,114,91,199,1222,916,2140,662,944,1612,9.3,9.9,9.3,61.3,46.7,54.1,55.9,41.8,49.1,99,70,165,14,16,31,260,270,532,161,185,346,273,118,389,14,19,35,33,46,80,322,181,507,1942,1988,3930,330,281,617,1347,1386,2734,840,778,1617
SSC13346,340,313,648,190,87,275,32,96,126,10,6,17,7,3,16,239,199,442,78,91,174,2.9,1.5,3.6,70.3,63.6,68.2,68.2,60.4,64.5,6,7,20,0,6,6,14,36,53,28,32,64,110,37,146,3,4,5,3,9,14,113,46,165,340,323,663,32,42,75,261,239,497,101,112,217
SSC13347,45,35,78,8,12,22,3,9,8,3,3,4,3,0,3,17,21,36,14,14,32,17.6,0,8.3,37.8,60,46.2,31.1,68.6,43.6,0,0,0,0,0,0,0,3,3,0,3,7,17,4,21,0,0,0,0,0,0,17,9,22,34,32,67,3,0,6,31,21,51,11,9,15
SSC13348,51,53,104,24,15,36,4,11,21,5,5,10,0,0,0,28,29,60,12,19,31,0,0,0,54.9,54.7,57.7,64.7,58.5,64.4,5,4,8,0,3,3,5,10,17,0,3,3,16,3,17,0,0,0,0,6,6,16,9,21,50,52,95,5,9,13,29,35,66,21,17,37
SSC13349,24,16,37,12,8,17,0,7,5,0,0,3,0,0,0,18,12,26,3,0,10,0,0,0,75,75,70.3,50,93.8,67.6,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,3,0,3,22,16,37,0,0,0,11,13,26,8,4,8
SSC13350,210,252,463,112,70,184,27,65,90,5,14,18,3,5,5,145,152,294,59,91,145,2.1,3.3,1.7,69,60.3,63.5,68.6,59.1,63.1,11,12,21,0,8,8,31,39,73,22,30,59,72,35,110,0,7,7,4,16,20,76,61,136,182,209,389,70,78,149,15,18,32,215,249,467
SSC13351,43,47,88,13,8,20,16,8,20,0,0,0,0,5,5,24,19,46,15,19,35,0,26.3,10.9,55.8,40.4,52.3,67.4,34,45.5,3,0,3,3,0,0,11,14,21,9,6,9,6,5,12,0,0,0,0,0,0,6,7,15,49,46,93,3,3,9,35,28,65,11,16,27
SSC13352,255,263,522,95,55,147,31,67,106,12,8,18,3,17,20,141,145,288,96,110,207,2.1,11.7,6.9,55.3,55.1,55.2,54.1,49.4,51.9,7,15,19,0,7,14,37,58,97,26,31,55,83,24,105,4,7,10,3,12,16,87,45,134,260,278,533,32,36,69,189,192,383,85,104,193
SSC13353,60,41,105,18,14,34,13,11,28,3,3,5,0,3,6,41,25,70,17,10,28,0,12,8.6,68.3,61,66.7,56.7,68.3,63.8,0,0,3,0,0,3,4,6,7,0,7,10,19,3,18,0,0,0,0,0,0,17,5,19,53,45,105,9,3,9,39,29,70,20,25,40
SSC13354,26,19,45,7,6,10,7,4,11,0,0,0,0,0,0,12,13,23,11,3,11,0,0,0,46.2,68.4,51.1,53.8,52.6,46.7,0,0,0,0,0,0,3,0,3,0,0,0,5,0,5,0,0,0,0,0,0,10,3,9,25,16,44,0,0,0,16,14,24,8,9,18
SSC13355,5515,6041,11551,2526,1682,4211,671,1114,1784,134,164,300,247,189,437,3584,3150,6733,1635,2570,4205,6.9,6,6.5,65,52.1,58.3,60.4,49,54.5,246,222,471,53,78,132,756,912,1670,420,605,1024,1114,495,1610,44,71,118,92,140,236,1250,709,1966,5418,5806,11221,909,984,1894,3663,3980,7638,2391,2574,4963
SSC13356,582,682,1269,335,201,541,75,205,276,12,26,42,24,13,30,444,450,892,122,213,340,5.4,2.9,3.4,76.3,66,70.3,72.5,63.3,67.7,27,38,72,4,12,13,79,125,209,75,78,147,159,61,222,0,18,16,10,18,29,173,95,271,635,713,1350,98,109,204,411,490,898,289,306,595
SSC13357,13,17,36,9,8,17,3,8,7,0,3,3,0,0,0,9,15,21,0,5,4,0,0,0,69.2,88.2,58.3,92.3,111.8,75,0,0,0,0,0,0,0,6,4,0,3,3,3,0,7,0,0,0,0,0,0,3,0,8,15,17,34,0,0,0,12,14,29,6,3,8
SSC13358,5172,5439,10610,2497,1781,4274,561,823,1381,114,170,281,304,309,614,3471,3082,6552,1427,2049,3480,8.8,10,9.4,67.1,56.7,61.8,61.3,51,55.9,1019,1128,2149,70,102,175,1678,1728,3407,432,411,848,214,135,349,19,19,36,30,59,91,268,213,476,3448,3545,6987,1891,1999,3890,811,843,1656,4277,4455,8731
SSC13359,17,16,31,8,0,11,0,7,5,0,0,0,0,0,0,9,7,20,3,5,13,0,0,0,52.9,43.8,64.5,47.1,43.8,51.6,0,0,0,0,0,0,0,5,7,3,0,4,4,3,6,0,0,0,0,0,0,4,3,7,22,14,34,0,0,0,12,10,27,0,3,5
SSC13360,2234,2521,4750,973,558,1527,256,474,733,76,71,153,96,93,190,1399,1201,2598,605,1072,1678,6.9,7.7,7.3,62.6,47.6,54.7,58.4,43.8,50.8,74,73,151,30,49,72,166,271,440,184,220,405,560,275,834,21,42,63,37,78,117,614,395,1010,1812,2068,3872,480,500,982,1090,1265,2355,1122,1212,2338
SSC13361,325,363,689,137,113,253,53,104,156,9,10,16,5,6,11,208,232,437,102,113,218,2.4,2.6,2.5,64,63.9,63.4,61.2,62.5,61.7,30,13,37,10,13,19,42,64,110,40,58,93,96,30,128,0,3,3,3,11,17,97,50,150,325,354,686,31,57,85,258,277,537,96,126,218
SSC13362,16,19,37,8,5,18,0,0,3,0,0,0,0,0,0,11,13,25,4,9,6,0,0,0,68.8,68.4,67.6,50,26.3,56.8,0,0,0,0,0,0,0,3,3,0,0,3,3,3,9,0,0,0,3,0,3,10,3,9,14,17,30,4,3,7,7,15,21,10,4,9
SSC13363,41,33,67,14,10,26,8,7,14,0,0,0,0,0,0,25,16,40,9,10,20,0,0,0,61,48.5,59.7,53.7,51.5,59.7,0,0,0,0,3,3,3,4,7,3,3,7,13,7,19,0,0,0,0,0,0,13,6,18,29,31,61,0,0,0,22,23,45,8,10,18
SSC13364,79,71,149,28,13,39,11,18,32,0,5,6,3,3,8,47,40,87,25,24,53,6.4,7.5,9.2,59.5,56.3,58.4,49.4,50.7,51.7,3,0,5,0,3,3,9,11,16,3,4,10,20,15,39,3,0,6,3,0,3,28,18,44,72,64,139,11,12,21,54,46,98,26,32,56
SSC13365,15,9,30,5,3,13,0,8,8,3,0,5,0,0,0,11,9,20,4,0,3,0,0,0,73.3,100,66.7,53.3,122.2,86.7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,3,4,16,16,30,0,3,8,16,8,20,3,12,15
SSC13366,22,17,35,10,0,12,0,7,8,0,0,0,0,0,0,10,10,25,5,7,13,0,0,0,45.5,58.8,71.4,45.5,41.2,57.1,0,3,3,0,0,0,3,0,4,0,3,3,4,0,10,0,0,0,0,3,3,5,3,7,18,16,36,0,3,3,16,11,27,4,11,13
SSC13367,142,141,286,44,16,61,12,27,36,4,7,18,6,8,14,72,61,131,60,61,116,8.3,13.1,10.7,50.7,43.3,45.8,42.3,35.5,40.2,6,3,6,0,3,3,11,25,34,11,20,25,42,15,58,0,4,6,3,5,8,45,21,70,120,110,227,21,19,39,76,83,159,55,49,105
SSC13368,2827,2874,5706,1472,827,2299,278,642,925,78,92,171,120,108,228,1949,1671,3620,655,996,1650,6.2,6.5,6.3,68.9,58.1,63.4,64.7,54.3,59.5,68,70,137,19,41,54,222,369,593,178,271,455,767,334,1106,27,51,75,56,76,130,848,460,1309,2545,2610,5152,688,657,1349,1699,1679,3377,1363,1392,2753
SSC13369,12,3,15,3,0,6,0,0,0,0,0,0,0,0,0,6,0,10,0,3,4,0,0,0,50,0,66.7,25,0,40,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,10,7,18,0,0,0,6,5,14,0,0,4
SSC13370,1402,1154,2557,614,345,956,144,333,482,27,42,76,28,36,65,814,755,1571,564,373,932,3.4,4.8,4.1,58.1,65.4,61.4,56,62.4,59.2,197,129,327,40,60,96,357,400,760,80,114,196,75,37,109,4,5,9,17,35,50,100,75,173,1536,1266,2802,254,158,406,964,899,1864,781,472,1257
SSC13371,4949,5239,10180,1766,1095,2852,652,910,1561,133,138,269,247,247,494,2794,2386,5182,1831,2492,4325,8.8,10.4,9.5,56.5,45.5,50.9,51.5,40.9,46,281,267,549,43,56,103,706,784,1492,367,462,832,615,310,924,30,68,101,86,128,214,729,511,1243,4550,4754,9302,850,853,1704,2922,3155,6078,2266,2214,4483
SSC13372,12,6,22,3,4,9,3,0,3,3,0,3,0,0,0,9,5,15,3,3,3,0,0,0,75,83.3,68.2,75,66.7,68.2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,5,0,5,10,8,10,3,0,3,8,8,11,5,0,7
SSC13373,29,31,54,10,11,20,3,5,9,0,0,0,0,0,3,16,16,37,12,12,21,0,0,8.1,55.2,51.6,68.5,44.8,51.6,53.7,0,0,0,0,0,0,3,4,8,0,3,8,8,3,10,0,0,0,0,3,4,11,6,10,26,30,58,3,5,6,23,25,48,6,10,18
SSC13374,718,773,1494,316,185,500,90,203,294,12,10,27,15,19,31,436,416,852,216,294,514,3.4,4.6,3.6,60.7,53.8,57,58.2,51.5,55,33,48,80,16,11,29,69,127,200,66,91,151,230,98,326,4,15,23,15,39,54,255,148,402,705,740,1444,101,119,225,480,530,1005,300,314,606
